linha	nome_linha	direction_id	headsign_comum	origem_stop_name	origem_lat	origem_lon	destino_stop_name	destino_lat	destino_lon	viagens_contadas	route_id	origem_stop_id	destino_stop_id
640	Estação Venda Nova / Jardim Leblon Via Rio Branco	0	Estação Venda Nova	Estação Venda Nova - Plataforma A4	-19.80958697	-43.9693062	Estação Venda Nova - Plataforma A4	-19.80958697	-43.9693062	271	562160	15328772	15328772
641	Estação Vilarinho/Serra Verde	0	Serra Verde	Rua Vera Goncalves Terra 545	-19.79796086	-43.95331268	Rua Vera Goncalves Terra 545	-19.79796086	-43.95331268	257	561926	14791837	14791837
641	Estação Vilarinho/Serra Verde	1	Serra Verde (Partidas Da Estacao Vilarinho)	Estação Vilarinho - Plataforma B5	-19.82216194	-43.94709101	Estação Vilarinho - Plataforma B5	-19.82216194	-43.94709101	77	561926	15276990	15276990
642	Estação Venda Nova/Estação Vilarinho/Cidade Administrativa	0	Cidade Administrativa (Estacao Venda Nova/Estacao Vilarinho)	Estação Venda Nova - Plataforma B2	-19.8092362	-43.96975145	Estação Venda Nova - Plataforma B2	-19.8092362	-43.96975145	164	561992	15328774	15328774
643	Estação Pampulha / Copacabana Via Monte Carmelo	0	Copacabana	Rua Universo 1016	-19.83339425	-43.98863033	Rua Universo 1016	-19.83339425	-43.98863033	211	561883	14791849	14791849
643	Estação Pampulha / Copacabana Via Monte Carmelo	1	Copacabana (Partidas da Estacao Pampulha)	Estação Pampulha - Plataforma C1	-19.84234255	-43.96717388	Estação Pampulha - Plataforma C1	-19.84234255	-43.96717388	44	561883	15258309	15258309
644	Estação Pampulha / São Joao Batista	0	São Joao Batista	Pca Jose Nogueira De Sa 51	-19.81599921	-43.9799612	Pca Jose Nogueira De Sa 51	-19.81599921	-43.9799612	204	561832	14788171	14788171
644	Estação Pampulha / São Joao Batista	1	São Joao Batista (Partidas da Estacao Pampulha)	Estação Pampulha - Plataforma A3	-19.84217445	-43.96662182	Estação Pampulha - Plataforma A3	-19.84217445	-43.96662182	81	561832	15252285	15252285
645	Estação Pampulha / Santa Monica Via Jardim Atlântico	0	Santa Monica	Rua X 521	-19.82138663	-43.98599251	Rua X 521	-19.82138663	-43.98599251	248	561959	14793410	14793410
645	Estação Pampulha / Santa Monica Via Jardim Atlântico	1	Santa Monica (Partidas da Estacao Pampulha)	Estação Pampulha - Plataforma E2	-19.84250161	-43.96761273	Estação Pampulha - Plataforma E2	-19.84250161	-43.96761273	39	561959	15276964	15276964
646	Estação Vilarinho/Zoológico Via Estação Venda Nova	0	Estação Vilarinho / Zoológico Via Estação Venda Nova	Estação Vilarinho - Plataforma C10	-19.82155472	-43.94810109	Estação Vilarinho - Plataforma C8	-19.82166322	-43.94777923	18	603413	15328633	15328632
702	Estação Vilarinho/Xodo-Marize Via Jardim Guanabara	0	Estação Vilarinho	Estação Vilarinho - Plataforma A5	-19.82223362	-43.94711274	Estação Vilarinho - Plataforma A5	-19.82223362	-43.94711274	242	562410	15276969	15276969
703	Estação São Gabriel / Guarani - Via Primeiro de Maio	0	Estação São Gabriel	Estação São Gabriel	-19.86389932	-43.92762136	Estação São Gabriel	-19.86389932	-43.92762136	244	562230	15140098	15140098
705	Estação São Gabriel / São Tomaz	0	Estação São Gabriel	Estação São Gabriel	-19.86401687	-43.9275475	Estação São Gabriel	-19.86401687	-43.9275475	259	561972	15140111	15140111
706	Estação São Gabriel / Heliópolis	0	Estação São Gabriel	Estação São Gabriel	-19.86410517	-43.92766283	Estação São Gabriel	-19.86410517	-43.92766283	256	562111	15140110	15140110
707	Estação São Gabriel / Jardim Guanabara	0	Estação São Gabriel	Estação São Gabriel	-19.86385669	-43.92731012	Estação São Gabriel	-19.86385669	-43.92731012	379	562013	15140112	15140112
708	Estação São Gabriel / Felicidade	0	Estação São Gabriel	Estação São Gabriel	-19.86370484	-43.92708166	Estação São Gabriel	-19.86370484	-43.92708166	253	562272	15140114	15140114
709	Estação São Gabriel / Tupi	0	Estação São Gabriel	Estação São Gabriel	-19.86361781	-43.92696096	Estação São Gabriel	-19.86361781	-43.92696096	27	561987	15140115	15140115
710	Estação São Gabriel / Providência	0	Estação São Gabriel	Estação São Gabriel	-19.86418602	-43.92777288	Estação São Gabriel	-19.86418602	-43.92777288	25	562227	15140066	15140066
711	Estação São Gabriel / Solimões	0	Estação São Gabriel	Estação São Gabriel	-19.86351651	-43.92702994	Estação São Gabriel	-19.86351651	-43.92702994	308	562412	15140100	15140100
712	Estação Pampulha / São Bernardo	0	São Bernardo	Rua Souza Gomes 972	-19.84860907	-43.94325672	Rua Souza Gomes 972	-19.84860907	-43.94325672	281	561796	14786879	14786879
712	Estação Pampulha / São Bernardo	1	São Bernardo (Noturno)	Estação Pampulha - Plataforma A1	-19.84202811	-43.96725483	Estação Pampulha - Plataforma A1	-19.84202811	-43.96725483	67	561796	15252283	15252283
713	Estação São Gabriel / Lajedo	0	Estação São Gabriel	Estação São Gabriel	-19.86367443	-43.92725939	Estação São Gabriel	-19.86367443	-43.92725939	307	561925	15140097	15140097
714	Estação São Gabriel / Casas Populares	0	Estação São Gabriel	Estação São Gabriel	-19.86344879	-43.9266981	Estação São Gabriel	-19.86344879	-43.9266981	251	562001	15140117	15140117
715	Estação São Gabriel / Monte Azul	0	Estação São Gabriel	Estação São Gabriel	-19.86344951	-43.92691354	Estação São Gabriel	-19.86344951	-43.92691354	343	562363	15140104	15140104
716	Estação São Gabriel / Novo Aarão Reis	0	Estação São Gabriel	Estação São Gabriel	-19.86406115	-43.92786139	Estação São Gabriel	-19.86406115	-43.92786139	259	561828	15140069	15140069
717	Campo Alegre / Estação Pampulha - Via Planalto	0	Campo Alegre (PRINCIPAL)	Pca Joao Candido Felisberto 39	-19.83053994	-43.94714264	Pca Joao Candido Felisberto 39	-19.83053994	-43.94714264	197	561849	14790333	14790333
717	Campo Alegre / Estação Pampulha - Via Planalto	1	Campo Alegre (Partidas da Estação Pampulha)	Estação Pampulha - Plataforma B2	-19.84227499	-43.96688325	Estação Pampulha - Plataforma B2	-19.84227499	-43.96688325	45	561849	15252288	15252288
718	Planalto / Estação Pampulha - Via Itapõa	0	Planalto	Pca Joao Candido Felisberto 39	-19.83053994	-43.94714264	Pca Joao Candido Felisberto 39	-19.83053994	-43.94714264	180	561836	14790333	14790333
718	Planalto / Estação Pampulha - Via Itapõa	1	Planalto (Partidas da Estação Pampulha)	Estação Pampulha - Plataforma B3	-19.8423305	-43.96663917	Estação Pampulha - Plataforma B3	-19.8423305	-43.96663917	45	561836	15252289	15252289
719	Estação Pampulha / Floramar	0	Jardim Guanabara	Rua Sebastiao Cardoso Antolin 20	-19.82923557	-43.93656969	Rua Sebastiao Cardoso Antolin 20	-19.82923557	-43.93656969	272	561827	14789722	14789722
719	Estação Pampulha / Floramar	1	Jardim Guanabara (Partidas da Estação Pampulha)	Estação Pampulha - Plataforma B1	-19.84221191	-43.96715147	Estação Pampulha - Plataforma B1	-19.84221191	-43.96715147	71	561827	15252287	15252287
720	Circular Saúde MG20	0	Centro de Saúde MG20	Centro de Saúde MG20	-19.81651319	-43.88482044	Centro de Saúde MG20	-19.81651319	-43.88482044	44	573119	14784884	14784884
721	Estação São Gabriel / Maria Teresa Via Parque Cerrado	0	Estação São Gabriel (Principal)	Estação São Gabriel	-19.86344951	-43.92691354	Estação São Gabriel	-19.86344951	-43.92691354	220	596937	15140104	15140104
732	Estação São Gabriel / Tupi-Felicidade	0	Estação São Gabriel	Estação São Gabriel	-19.86354087	-43.92684026	Estação São Gabriel	-19.86354087	-43.92684026	22	562125	15140116	15140116
734	Estação São Gabriel / Aarão Reis Via Minaslândia	0	Estação São Gabriel	Estação São Gabriel	-19.86383462	-43.92749945	Estação São Gabriel	-19.86383462	-43.92749945	197	562136	15140095	15140095
735	Estação Vilarinho/Juliana A	0	Estação Vilarinho	Estação Vilarinho - Plataforma A6	-19.82217054	-43.94731927	Estação Vilarinho - Plataforma A6	-19.82217054	-43.94731927	314	562327	15276970	15276970
736	Estação Vilarinho/Juliana B	0	Estação Vilarinho	Estação Vilarinho - Plataforma A8	-19.82212007	-43.94747216	Estação Vilarinho - Plataforma A8	-19.82212007	-43.94747216	263	562050	15276971	15276971
737	Estação Vilarinho/Jaqueline	0	Jaqueline	Rua Agenor De Paula Estrela 669	-19.79758256	-43.93228695	Rua Agenor De Paula Estrela 669	-19.79758256	-43.93228695	258	562054	14791899	14791899
737	Estação Vilarinho/Jaqueline	1	Jaqueline (Partidas da Estação Vilarinho)	Estação Vilarinho - Plataforma A13	-19.82201157	-43.94777257	Estação Vilarinho - Plataforma A13	-19.82201157	-43.94777257	85	562054	15276972	15276972
738	Estação Vilarinho/Conjunto Zilah Sposito	0	Conjunto Zilah Sposito	Rua Carnauba 257	-19.80021183	-43.92359707	Rua Carnauba 257	-19.80021183	-43.92359707	295	561814	14784119	14784119
738	Estação Vilarinho/Conjunto Zilah Sposito	1	Conjunto Zilah Sposito (Partidas da Estação Vilarinho)	Estação Vilarinho - Plataforma A15	-19.8219283	-43.94799519	Rod Papa Joao Paulo II 275	-19.81780448	-43.94948055	67	561814	15276973	14788358
739	Estação Vilarinho/Jaqueline 2ª Seção Via Frei Leopoldo	0	Jaqueline	Rua Atanasia Dos Jardins 385	-19.80793628	-43.92785387	Rua Atanasia Dos Jardins 385	-19.80793628	-43.92785387	188	562101	14784987	14784987
739	Estação Vilarinho/Jaqueline 2ª Seção Via Frei Leopoldo	1	Jaqueline (Estação Vilarinho)	Estação Vilarinho - Plataforma A17	-19.82186774	-43.94820172	Estação Vilarinho - Plataforma A17	-19.82186774	-43.94820172	96	562101	15276974	15276974
740	Tupi / Mirante	0	Tupi - Mirante	Rua Flor De Pessego 21	-19.82459336	-43.91560393	Rua Flor De Pessego 21	-19.82459336	-43.91560393	165	562264	14787184	14787184
806	Estação São Gabriel / Vista do Sol Via Nazaré	0	Estação São Gabriel	Estação São Gabriel - Plataforma A4	-19.86367186	-43.92760746	Estação São Gabriel - Plataforma A4	-19.86367186	-43.92760746	365	562058	15140075	15140075
806	Estação São Gabriel / Vista do Sol Via Nazaré	1	Estação São Gabriel (Retorno Expresso Pico Manhã)	Rua Santa Seconda 129	-19.84647413	-43.89234914	Rua Santa Seconda 129	-19.84647413	-43.89234914	3	562058	14792147	14792147
807	Estação São Gabriel / Ribeiro de Abreu A	0	Estação São Gabriel	Estação São Gabriel	-19.86375715	-43.92755688	Estação São Gabriel	-19.86375715	-43.92755688	269	562120	15140086	15140086
808	Estação São Gabriel / Paulo VI	0	Estação São Gabriel	Estação São Gabriel - Plataforma A3	-19.86375339	-43.92772192	Estação São Gabriel - Plataforma A3	-19.86375339	-43.92772192	318	561802	15140074	15140074
808	Estação São Gabriel / Paulo VI	1	Estação São Gabriel	Pca Tres Mil E Setenta E Tres 27001	-19.8443367	-43.88729635	Estação São Gabriel - Plataforma A3	-19.86375339	-43.92772192	18	561802	14787939	15140074
809	Estação São Gabriel / Belmonte	0	Estação São Gabriel	Estação São Gabriel	-19.86368784	-43.92744221	Estação São Gabriel	-19.86368784	-43.92744221	276	562284	15140087	15140087
810	Estação São Gabriel/Parque Belmonte via Dom Silverio	0	Estação São Gabriel	Estação São Gabriel	-19.86352875	-43.92720239	Estação São Gabriel	-19.86352875	-43.92720239	263	562302	15140089	15140089
811	Estação São Gabriel / Vista do Sol Via PUC	0	Estação São Gabriel	Estação São Gabriel	-19.86337487	-43.92695965	Estação São Gabriel	-19.86337487	-43.92695965	256	562189	15140091	15140091
812	Estação São Gabriel / São Gabriel A	0	São Gabriel	Estação São Gabriel	-19.86329098	-43.92701555	Estação São Gabriel	-19.86329098	-43.92701555	22	562093	15140082	15140082
813	Estação São Gabriel/Paulo VI Via Ribeiro de Abreu	0	Estação São Gabriel	Estação São Gabriel - Plataforma A5	-19.86360123	-43.92749213	Estação São Gabriel - Plataforma A5	-19.86360123	-43.92749213	366	561999	15140076	15140076
814	Estação São Gabriel / Jardim Vitoria	0	Estação São Gabriel	Estação São Gabriel	-19.86344613	-43.92707968	Estação São Gabriel	-19.86344613	-43.92707968	358	561917	15140090	15140090
815	Estação São Gabriel / Conjunto Paulo VI	0	Estação São Gabriel	Estação São Gabriel	-19.8638997	-43.92780238	Estação São Gabriel	-19.8638997	-43.92780238	547	561856	15140073	15140073
815	Estação São Gabriel / Conjunto Paulo VI	1	Estação São Gabriel (Conjunto Paulo VI/Estacao)	Rua Das Almas 122	-19.83306087	-43.88313432	Estação São Gabriel	-19.8638997	-43.92780238	23	561856	14785092	15140073
821	Goiânia / Metrô Estação José Cândido	0	Estação José Cândido	Rua Tiziu 175	-19.86735045	-43.89887481	Rua Tiziu 175	-19.86735045	-43.89887481	206	561951	14792861	14792861
822	Santa Inês / Vila Maria - Via Estação José Cândido	0	Estação Jose Candido (Via Avenida Magenta)	Rua Conceicao Do Para 1726	-19.8798862	-43.91101605	Rua Vicente Risola 1160	-19.88183283	-43.9097179	114	562378	14785786	14791031
823	Estação São Gabriel / Bairro Vitoria	0	Estação São Gabriel	Estação São Gabriel	-19.86337171	-43.92713357	Estação São Gabriel	-19.86337171	-43.92713357	336	561821	15140081	15140081
823	Estação São Gabriel / Bairro Vitoria	1	Estação São Gabriel (Rua Pallas Athena/Estação)	Rua Pallas Athena 495	-19.86037408	-43.87218617	Estação São Gabriel	-19.86418602	-43.92777288	15	561821	14790299	15140066
825	Estação São Gabriel/Vitoria II Via Upa-Nordeste	0	Estação São Gabriel	Estação São Gabriel	-19.86352177	-43.9273696	Estação São Gabriel	-19.86352177	-43.9273696	286	562074	15140077	15140077
825	Estação São Gabriel/Vitoria II Via Upa-Nordeste	1	Estação São Gabriel (Partida da Rua dos Borges)	Rua Dos Borges 8	-19.85261553	-43.88859358	Estação São Gabriel	-19.86397664	-43.92791235	16	562074	14792717	15140068
826	Montes Claros / Rua São Romulo	0	Montes Claros	Rua Quinhentos E Vinte E Seis 85	-19.82655021	-43.8889824	Rua Quinhentos E Vinte E Seis 85	-19.82655021	-43.8889824	151	562288	14788845	14788845
832	Estação São Gabriel / Capitao Eduardo	0	Capitão Eduardo (Via Rua dos Moreiras/Mangueiras)	Estação São Gabriel	-19.86344609	-43.92725695	Estação São Gabriel	-19.86344609	-43.92725695	372	562146	15140078	15140078
832	Estação São Gabriel / Capitao Eduardo	1	Estação São Gabriel	Rua Padre Argemiro Moreira 8060	-19.83711309	-43.86970994	Estação São Gabriel - Plataforma A5	-19.86360123	-43.92749213	6	562146	14787013	15140076
836	Estação São Gabriel / Ribeiro de Abreu B	0	Ribeiro de Abreu	Estação São Gabriel	-19.86367443	-43.92725939	Estação São Gabriel	-19.86367443	-43.92725939	24	562127	15140097	15140097
836	Estação São Gabriel / Ribeiro de Abreu B	1	Estação São Gabriel	Rua Quintino Simao 19	-19.84059671	-43.90169179	Rua Quintino Simao 19	-19.84059671	-43.90169179	117	562127	14785276	14785276
837	Estação São Gabriel / Conjunto Ribeiro de Abreu	0	Estação São Gabriel	Estação São Gabriel	-19.86359765	-43.92732218	Estação São Gabriel	-19.86359765	-43.92732218	268	562156	15140088	15140088
838	Estação São Gabriel/Palmares Via Maria Virginia	0	Palmares	Rua Severina Claudina Machado 60	-19.87259303	-43.93795813	Rua Severina Claudina Machado 60	-19.87259303	-43.93795813	187	561893	14784635	14784635
901	Circular Leste / Baleia / Hospitais	0	Circular Leste (Carnaval)	Rua Benjamim Guimaraes 1	-19.92409215	-43.89694087	Rua Benjamim Guimaraes 1	-19.92409215	-43.89694087	296	561966	14788851	14788851
902	Taquaril / Castanheiras	0	Taquaril	Rua Antao Goncalves 200	-19.92104821	-43.88115112	Rua Antao Goncalves 200	-19.92104821	-43.88115112	160	562027	14792688	14792688
903	Granja de Freitas / Taquaril via Alto Vera Cruz	0	Granja De Freitas	Rua Trezentos E Vinte E Oito 200	-19.90791251	-43.88383385	Rua Trezentos E Vinte E Oito 200	-19.90791251	-43.88383385	145	562397	14791469	14791469
1030	Avenida	0	Avenida do Contorno (Direta)	Avenida Do Contorno 11671	-19.91313812	-43.94237021	Avenida Do Contorno 11671	-19.91313812	-43.94237021	40	562004	14787443	14787443
1145	Bairro Das Indústrias	0	Bairro Das Industrias	Rua Daniel Jose De Carvalho 330	-19.97510572	-43.99589004	Rua Daniel Jose De Carvalho 330	-19.97510572	-43.99589004	274	562358	14790106	14790106
1170	Santa Lucia / Mangabeiras - Via Savassi	0	Mangabeiras	Rua Laplace 525	-19.96404823	-43.94423025	Pca Da Bandeira 50	-19.94918927	-43.91961312	69	562252	14791025	14788800
1502	Vista Alegre / Guarani	0	Guarani	Avenida Padre Jose Mauricio 1285	-19.95658356	-44.00011139	Rua Waldomiro Lobo 220	-19.84566987	-43.92079265	480	561822	14792559	14786026
1502	Vista Alegre / Guarani	1	Vista Alegre	Rua Waldomiro Lobo 220	-19.84566987	-43.92079265	Avenida Padre Jose Mauricio 1285	-19.95658356	-44.00011139	492	561822	14786026	14792559
1505	Alto dos Pinheiros/Tupi	0	Tupi	Rua Bueno Do Prado 793	-19.92858995	-44.00400156	Rua Francisco Vernhagem 27	-19.83238035	-43.92420212	380	561993	14791338	14787886
1505	Alto dos Pinheiros/Tupi	1	Alto dos Pinheiros (Via Conjunto Felicidade Carnaval)	Rua Juvenil Barbosa Da Silva 146	-19.82885474	-43.92598176	Rua Bueno Do Prado 793	-19.92858995	-44.00400156	282	561993	14790840	14791338
1509	California/Tupi	0	Tupi (Principal)	Rua Joao Avelino Pereira 226	-19.92588539	-44.01306022	Rua Cacilda Becker 19	-19.83653107	-43.91828286	268	561826	14789420	14793133
1509	California/Tupi	1	California (Principal)	Rua Cacilda Becker 19	-19.83653107	-43.91828286	Rua Joao Avelino Pereira 226	-19.92588539	-44.01306022	260	561826	14793133	14789420
1510	Madre Gertrudes/Providencia	0	Providencia	Avenida Padre Jose Mauricio 1285	-19.95658356	-44.00011139	Rua Baldim 85	-19.85662011	-43.925365	218	562361	14792559	14789291
1510	Madre Gertrudes/Providencia	1	Madre Gertrudes	Rua Baldim 85	-19.85662011	-43.925365	Avenida Padre Jose Mauricio 1285	-19.95658356	-44.00011139	217	562361	14789291	14792559
2033	Betania / Centro	0	Betania	Avenida Efigenia Miranda Schettino 55	-19.96680942	-43.99292223	Avenida Efigenia Miranda Schettino 55	-19.96680942	-43.99292223	2	562290	14785847	14785847
2034	Conjunto Betania / Centro	0	Conjunto Betania	Rua Tres 30	-19.96062531	-43.99586983	Rua Tres 30	-19.96062531	-43.99586983	227	561850	14790117	14790117
2035	Bairro Das Industrias / Centro	0	Bairro Das Industrias-4A Secao	Rua Senador Lucio Bitencourt 372	-19.95400215	-44.00964289	Rua Senador Lucio Bitencourt 372	-19.95400215	-44.00964289	223	562388	14789710	14789710
2036	Alto Havaí/Centro/Hospitais	0	Alto Havaí	Rua Lirio Montanhes 295	-19.95300897	-43.97731823	Rua Lirio Montanhes 295	-19.95300897	-43.97731823	227	701772	14786496	14786496
2101	Grajau/Sion	0	Sion	Avenida Silva Lobo 2151	-19.94192954	-43.965208	Rua Professor Mello Cancado 273	-19.95878896	-43.92938108	383	562210	14791636	14787410
2101	Grajau/Sion	1	Grajau	Rua Professor Mello Cancado 273	-19.95878896	-43.92938108	Avenida Silva Lobo 2151	-19.94192954	-43.965208	396	562210	14787410	14791636
2102	Gameleira / Serra	0	Serra	Rua Zurick 240	-19.92718058	-43.98207538	Rua Caraca 920	-19.94288353	-43.91382425	244	561851	14787876	14784699
2102	Gameleira / Serra	1	Gameleira	Rua Caraca 920	-19.94288353	-43.91382425	Rua Zurick 240	-19.92718058	-43.98207538	244	561851	14784699	14787876
2103	Prado/Anchieta	0	Anchieta	Rua Ubari 6	-19.93340494	-43.9722415	Rua Francisco Deslandes 973	-19.9518658	-43.92742866	268	561923	14790229	14790030
2103	Prado/Anchieta	1	Prado	Rua Francisco Deslandes 973	-19.9518658	-43.92742866	Rua Ubari 6	-19.93340494	-43.9722415	272	561923	14790030	14790229
2104	Nova Gameleira/Bh Shopping	0	BH Shopping	Rua Jaboatao 57	-19.94239848	-43.99862813	Ala Da Paisagem 525	-19.97960475	-43.94409657	378	562370	14789092	14784997
2104	Nova Gameleira/Bh Shopping	1	Nova Gameleira	Ala Da Paisagem 525	-19.97960475	-43.94409657	Rua Jaboatao 57	-19.94239848	-43.99862813	364	562370	14784997	14789092
2150	Grajau/Sion Via Contorno	0	Sion	Avenida Silva Lobo 1959	-19.94057111	-43.96680508	Rua Professor Mello Cancado 275	-19.95892463	-43.92926903	52	561899	14785590	14787415
2150	Grajau/Sion Via Contorno	1	Grajau	Rua Professor Mello Cancado 275	-19.95892463	-43.92926903	Avenida Silva Lobo 1959	-19.94057111	-43.96680508	52	561899	14787415	14785590
2151	Vista Alegre/Serra	0	Serra	Avenida Padre Jose Mauricio 1164	-19.95590379	-43.99866527	Rua Doutor Alipio Goulart 153	-19.93995311	-43.91279208	280	561841	14793140	14789776
2151	Vista Alegre/Serra	1	Vista Alegre	Rua Doutor Alipio Goulart 153	-19.93995311	-43.91279208	Avenida Padre Jose Mauricio 1164	-19.95590379	-43.99866527	284	561841	14789776	14793140
2152	Salgado Filho/Cruzeiro - Via Savassi	0	Cruzeiro	Rua Magi Salomon 205	-19.94157761	-43.98173692	Rua Vitorio Marcola 590	-19.94708845	-43.92502318	76	562218	14786220	14788214
2152	Salgado Filho/Cruzeiro - Via Savassi	1	Salgado Filho	Rua Vitorio Marcola 590	-19.94708845	-43.92502318	Rua Magi Salomon 205	-19.94157761	-43.98173692	81	562218	14788214	14786220
3029	Regina / Centro	0	Regina	Rua Sebastiao Dos Santos 590	-19.98482339	-44.05208129	Rua Sebastiao Dos Santos 590	-19.98482339	-44.05208129	109	561869	14786367	14786367
3030	Pilar-Olhos D Agua / Centro	0	Pilar-Olhos D Agua	Rua Alice Teraiama 200	-19.99989268	-43.97570069	Rua Alice Teraiama 200	-19.99989268	-43.97570069	386	562053	14786946	14786946
3050	Estação Diamante/Hospitais Via Bh Shopping	0	Estação Diamante	Estação Diamante - Plataforma C1	-19.99431446	-44.02388539	Estação Diamante - Plataforma C1	-19.99431446	-44.02388539	836	561943	15246208	15246208
3051	Flavio Marques Lisboa / Savassi Via N.S.Carmo	0	Flavio Marques Lisboa	Avenida Ximango 600	-19.9986036	-44.00125517	Avenida Ximango 600	-19.9986036	-44.00125517	303	561880	14790365	14790365
3052	Estação Diamante/Bh Shopping-Via Havai	0	Estação Diamante	Estação Diamante - Plataforma D6	-19.99464717	-44.02408119	Estação Diamante - Plataforma D6	-19.99464717	-44.02408119	430	562079	15246210	15246210
3053	Estação Barreiro/B.Preto	0	Estação Barreiro (Atendimento A Via Expressa)	Estação Barreiro - Plataforma F3	-19.97357038	-44.02119925	Estação Barreiro - Plataforma F3	-19.97357038	-44.02119925	321	561825	15140108	15140108
3054	Milionarios/Centro	0	Bairro Milionarios	Rua Dona Lala Fernandes 470	-19.97904473	-44.00330838	Rua Dona Lala Fernandes 470	-19.97904473	-44.00330838	519	561971	14788665	14788665
3055	Estação Barreiro/Savassi Via Bhshopping	0	Estação Barreiro	Estação Barreiro - Plataforma F5	-19.97369643	-44.02169814	Estação Barreiro - Plataforma F5	-19.97369643	-44.02169814	426	561905	15140109	15140109
3150	Regina-Lindeia/BH Shopping via Anel Rodoviário	0	Regina-Lindeia (via Anel Rodoviário)	Rua Sebastião dos Santos, 520	-19.98471726	-44.0526669	Rua Sebastião dos Santos, 520	-19.98471726	-44.0526669	67	637902	19595451	19595451
3250	Estação Diamante/Buritis Via Palmeiras	0	Estação Diamante	Estação Diamante - Plataforma E5	-19.99448711	-44.02378883	Estação Diamante - Plataforma E5	-19.99448711	-44.02378883	334	562157	15246211	15246211
3350	Estação Barreiro / Estação Diamante - Via Hospital Metropolitano	0	Estação Barreiro	Estação Barreiro - Plataforma B3	-19.97400397	-44.02110135	Estação Barreiro - Plataforma B3	-19.97400397	-44.02110135	235	561950	15140085	15140085
3502	Ouro Preto/São Gabriel	0	São Gabriel	Rua Sergio Miranda Moreira 267	-19.8801236	-43.98569356	Rua Marica 215	-19.84855519	-43.91254878	171	561970	14785936	14784896
3502	Ouro Preto/São Gabriel	1	Ouro Preto	Rua Marica 215	-19.84855519	-43.91254878	Rua Sergio Miranda Moreira 267	-19.8801236	-43.98569356	169	561970	14784896	14785936
4031	Santa Maria / Hospitais	0	Santa Maria	Rua Padre Lopes Cancado 95	-19.94512365	-44.01047916	Rua Padre Lopes Cancado 95	-19.94512365	-44.01047916	281	562023	14791683	14791683
4032	Caicara /Savassi/ Praca da Liberdade	0	Caicara	Avenida Del Rey 125	-19.88971826	-43.96932882	Avenida Del Rey 125	-19.88971826	-43.96932882	314	561862	14789806	14789806
4033	Camargos/Centro	0	Camargos	Rua Padre Lopes Cancado 122	-19.94583571	-44.00936869	Rua Padre Lopes Cancado 122	-19.94583571	-44.00936869	241	562090	14791283	14791283
4034	Novo Dom Bosco / Savassi Via Padre Eustaquio	0	Novo Dom Bosco (Via Novo Dom Bosco e Conjunto Filadelfia)	Avenida Avai 80	-19.91417713	-44.00364415	Avenida Avai 80	-19.91417713	-44.00364415	302	561952	14792264	14792264
4037	Glória / Centro - Via Padre Eustáquio	0	Nossa Senhora Da Gloria	Rua Volga 12	-19.90270542	-44.02036453	Rua Volga 12	-19.90270542	-44.02036453	256	561864	14789284	14789284
4102	Aparecida/Serra	0	Serra	Rua Major Delfino De Paula 3126	-19.88513899	-43.96340174	Rua Carlos Etiene De Castro 13	-19.93821374	-43.91134077	278	562109	14785911	14787478
4102	Aparecida/Serra	1	Aparecida	Rua Carlos Etiene De Castro 13	-19.93821374	-43.91134077	Rua Major Delfino De Paula 3126	-19.88513899	-43.96340174	274	562109	14787478	14785911
4103	Aparecida/Parque das Mangabeiras	0	Aparecida (Via Amr)	Rua Coronel Ascendino Costa 90	-19.88987107	-43.96602869	Avenida Jose De Patrocinio Pontes 580	-19.95136031	-43.90552137	207	561964	14789191	14787315
4103	Aparecida/Parque das Mangabeiras	1	Aparecida (Via Praça da Bandeira Carnaval)	Avenida Jose De Patrocinio Pontes 580	-19.95136031	-43.90552137	Rua Coronel Ascendino Costa 90	-19.88987107	-43.96602869	207	561964	14787315	14789191
4106	São Cristovao / Santo Antônio - Via Savassi	0	São Cristovao	Rua Paranaiba 340	-19.89439184	-43.95170209	Rua Paranaiba 340	-19.89439184	-43.95170209	224	562331	14788821	14788821
4107	Alto Caicara/Serra	0	Serra	Rua Expedicionario Misael De Freitas 14	-19.89957438	-43.97593471	Avenida Jefferson Coelho Da Silva 342	-19.93970771	-43.91008019	245	562137	14789371	14787860
4107	Alto Caicara/Serra	1	Alto Caicara	Avenida Jefferson Coelho Da Silva 342	-19.93970771	-43.91008019	Rua Expedicionario Misael De Freitas 14	-19.89957438	-43.97593471	216	562137	14787860	14789371
4108	Pedro II/Mangabeiras	0	Estação Ponto São Jose	Estação Ponto São José	-19.90118634	-43.99107657	Estação Ponto São José	-19.90118634	-43.99107657	494	561798	14784715	14784715
4110	Dom Cabral/Belvedere	0	Belvedere (Retorno Trevo do Biocor)	Avenida Trinta E Um De Marco 501	-19.92253715	-43.99569546	Rua Da Fonte 340	-19.97636215	-43.93805592	409	561915	14786084	14787285
4110	Dom Cabral/Belvedere	1	Dom Cabral	Rua Da Fonte 340	-19.97636215	-43.93805592	Avenida Trinta E Um De Marco 501	-19.92253715	-43.99569546	376	561915	14787285	14786084
4111	Dom Cabral/Anchieta	0	Anchieta	Avenida Trinta E Um De Marco 501	-19.92253715	-43.99569546	Pca Cidade Do Porto 1	-19.94509306	-43.91631379	291	561855	14786084	14784115
