linha	nome_linha	direction_id	headsign_comum	origem_stop_name	origem_lat	origem_lon	destino_stop_name	destino_lat	destino_lon	viagens_contadas	route_id	origem_stop_id	destino_stop_id
4111	Dom Cabral/Anchieta	1	Dom Cabral	Pca Cidade Do Porto 1	-19.94509306	-43.91631379	Avenida Trinta E Um De Marco 501	-19.92253715	-43.99569546	292	561855	14784115	14786084
4113	Bom Jesus/Belvedere	0	Belvedere	Pca Senhor Bom Jesus 15	-19.89658744	-43.95477612	Avenida Professor Cristovam Dos Santos 1100	-19.96735339	-43.93435288	342	561953	14786667	14788822
4113	Bom Jesus/Belvedere	1	Bom Jesus	Avenida Professor Cristovam Dos Santos 1100	-19.96735339	-43.93435288	Pca Senhor Bom Jesus 15	-19.89658744	-43.95477612	319	561953	14788822	14786667
4150	Shopping Del Rey/Bh Shopping	0	BH Shopping (Principal)	Avenida Del Rey 5	-19.89013529	-43.96916374	Rua Maria Luiza Santiago 550	-19.97343938	-43.94792478	250	562303	14790350	14789772
4150	Shopping Del Rey/Bh Shopping	1	Shopping Del Rey (Principal)	Rua Maria Luiza Santiago 550	-19.97343938	-43.94792478	Avenida Del Rey 5	-19.89013529	-43.96916374	240	562303	14789772	14790350
4201	Alto Caicara/Nova Cintra	0	Nova Cintra	Rua Itarana 110	-19.89302357	-43.96977577	Rua Yara Lucia 13	-19.95118012	-43.98540741	282	562068	14792220	14786031
4201	Alto Caicara/Nova Cintra	1	Alto Caicara	Rua Yara Lucia 13	-19.95118012	-43.98540741	Rua Itarana 110	-19.89302357	-43.96977577	279	562068	14786031	14792220
4205	Ermelinda / Salgado Filho - Via Prado	0	Salgado Filho	Rua Henrique Diniz 278	-19.88300388	-43.95530916	Rua Alexandre Siqueira 140	-19.94962523	-43.98120286	252	561792	14786522	14785470
4205	Ermelinda / Salgado Filho - Via Prado	1	Ermelinda	Rua Alexandre Siqueira 140	-19.94962523	-43.98120286	Rua Henrique Diniz 278	-19.88300388	-43.95530916	258	561792	14785470	14786522
4405	Coqueiros / Centro / Hospitais	0	Coqueiros	Rua Antonio Peixoto 15	-19.90088372	-44.02479291	Rua Antonio Peixoto 15	-19.90088372	-44.02479291	349	561928	14784606	14784606
4501	California II / São Paulo	0	São Paulo	Rua Patricio Barbosa 231	-19.91981745	-44.01107772	Rua Jose Bento 93	-19.86596932	-43.91499753	246	561921	14790426	14786521
4501	California II / São Paulo	1	California II	Rua Jose Bento 93	-19.86596932	-43.91499753	Rua Patricio Barbosa 231	-19.91981745	-44.01107772	248	561921	14786521	14790426
5033	Santa Terezinha/Praca da Liberdade via Tancredo Neves	0	Santa Terezinha	Rua Monsenhor Nogueira Duarte 379	-19.86975241	-44.01008525	Rua Monsenhor Nogueira Duarte 379	-19.86975241	-44.01008525	359	562389	14792521	14792521
5034	Urca/Centro Via Confisco	0	Centro Via Confisco	Rua Aracy Guimaraes Rosa 10	-19.86603498	-44.01834659	Rua Aracy Guimaraes Rosa 10	-19.86603498	-44.01834659	309	600190	14787290	14787290
5035	Zoológico/Hospitais Via Serrano	0	Hospitais Via Serrano	Rua Aracy Guimaraes Rosa 164	-19.86580258	-44.01803667	Rua Aracy Guimaraes Rosa 164	-19.86580258	-44.01803667	398	603188	14787817	14787817
5036	Celso Machado/Centro	0	Celso Machado/Centro	Rua Urca 671	-19.87209765	-44.01536805	Rua Urca 671	-19.87209765	-44.01536805	207	603888	14792577	14792577
5102	UFMG/Santo Antonio	0	UFMG	Avenida Reitor Mendes Pimentel 6631	-19.86368161	-43.95954586	Avenida Reitor Mendes Pimentel 256	-19.8642848	-43.9603305	114	562055	14793034	14785654
5104	Suzana/Cruzeiro-Via Universitario	0	Cruzeiro	Rua Expedito Ribeiro Silva 394	-19.863828	-43.93557611	Rua Opala 1	-19.94230835	-43.92667702	297	561892	14785684	14790892
5104	Suzana/Cruzeiro-Via Universitario	1	Suzana	Rua Opala 1	-19.94230835	-43.92667702	Rua Expedito Ribeiro Silva 394	-19.863828	-43.93557611	280	561892	14790892	14785684
5106	Bandeirantes / Bh Shopping	0	BH Shopping	Avenida Sicilia 210	-19.86678861	-43.98813488	Rua Maria Luiza Santiago 550	-19.97343938	-43.94792478	379	561988	14786699	14789772
5106	Bandeirantes / Bh Shopping	1	Bandeirantes	Rua Maria Luiza Santiago 550	-19.97343938	-43.94792478	Avenida Sicilia 210	-19.86678861	-43.98813488	368	561988	14789772	14786699
5107	Estação Pampulha/Savassi	0	Estação Pampulha (Carnaval)	Estação Pampulha - Plataforma F5	-19.8438203	-43.96663998	Estação Pampulha - Plataforma F5	-19.8438203	-43.96663998	316	561834	15252278	15252278
5201	Dona Clara/Buritis	0	Buritis (Principal)	Rua Alvaro Martins 28	-19.85854176	-43.93525013	Rua Deputado Sebastiao Nascimento 279	-19.96506652	-43.97231893	399	561890	14790174	14791442
5201	Dona Clara/Buritis	1	Dona Clara (Principal)	Rua Deputado Sebastiao Nascimento 279	-19.96506652	-43.97231893	Rua Alvaro Martins 28	-19.85854176	-43.93525013	402	561890	14791442	14790174
5203	Castelo/Estrela do Oriente-Via Manacas	0	Estrela do Oriente	Avenida Ayres da Mata Machado, 209	-19.87728921	-44.0072446	Rua Emilia Alves Do Vale 34	-19.96555999	-43.98784212	249	562003	22378733	14789380
5203	Castelo/Estrela do Oriente-Via Manacas	1	Castelo	Rua Emilia Alves Do Vale 34	-19.96555999	-43.98784212	Avenida Ayres da Mata Machado, 209	-19.87728921	-44.0072446	153	562003	14789380	22378733
5250	Estação Pampulha / Betania	0	Betania	Estação Pampulha - Plataforma G5	-19.84387573	-43.96681068	Avenida Efigenia Miranda Schettino 55	-19.96680942	-43.99292223	432	561807	15252271	14785847
5250	Estação Pampulha / Betania	1	Estação Pampulha	Avenida Efigenia Miranda Schettino 55	-19.96680942	-43.99292223	Estação Pampulha - Plataforma F4	-19.84340776	-43.96683963	422	561807	14785847	15252279
5401	São Luiz/Dom Cabral	0	Dom Cabral (Carnaval)	Avenida Chaffir Ferreira 1980	-19.86065798	-43.97460531	Avenida Chaffir Ferreira 1980	-19.86065798	-43.97460531	159	561974	14792926	14792926
5401	São Luiz/Dom Cabral	1	São Luiz	Avenida Trinta E Um De Marco 133	-19.92011695	-43.99713808	Avenida Chaffir Ferreira 1980	-19.86065798	-43.97460531	121	561974	14788603	14792926
5550	Estação Pampulha / Estação Ponto São Jose	0	Estação Ponto São Jose	Estação Pampulha - Plataforma F4	-19.84340776	-43.96683963	Estação Ponto São José	-19.90118634	-43.99107657	253	562360	15252279	14784715
5550	Estação Pampulha / Estação Ponto São Jose	1	Estação Pampulha	Estação Ponto São José	-19.90118634	-43.99107657	Estação Pampulha - Plataforma F4	-19.84340776	-43.96683963	246	562360	14784715	15252279
6030	Cidade Administrativa/Savassi Via Hospitais	0	Savassi (Via Andradas)	Rod Papa Joao Paulo II 3755	-19.78523838	-43.95515327	Avenida Cristovao Colombo 350	-19.93716334	-43.93604984	9	561935	14786018	14786785
6030	Cidade Administrativa/Savassi Via Hospitais	1	Cidade Administrativa (Via Andradas)	Avenida Cristovao Colombo 350	-19.93716334	-43.93604984	Rod Papa Joao Paulo II 3759	-19.78087541	-43.95059011	9	561935	14786785	14786023
6031	Cidade Administrativa/Centro	0	Centro	Rod Papa Joao Paulo II 3755	-19.78523838	-43.95515327	Avenida Parana 304	-19.91921563	-43.94234302	7	562271	14786018	14788728
6031	Cidade Administrativa/Centro	1	Cidade Administrativa	Rua Padre Belchior 319	-19.92326152	-43.94145206	Rod Papa Joao Paulo II 3759	-19.78087541	-43.95059011	8	562271	14784338	14786023
6350	Estação Vilarinho/Estação Barreiro Via Anel Rodoviario	0	Estação Barreiro	Estação Vilarinho - Plataforma C8	-19.82166322	-43.94777923	Estação Barreiro - Plataforma E4	-19.97373424	-44.02138298	411	562239	15328632	15140126
6350	Estação Vilarinho/Estação Barreiro Via Anel Rodoviario	1	Estação Vilarinho	Estação Barreiro - Plataforma E4	-19.97373424	-44.02138298	Estação Vilarinho - Plataforma C8	-19.82166322	-43.94777923	466	562239	15140126	15328632
8101	Santa Cruz/Alto Santa Lúcia	0	Alto Santa Lúcia	Rua Jose Mauricio Veiga 405	-19.87753446	-43.94394304	Pca Do Olimpo 390	-19.95991939	-43.94651955	239	561809	14789146	14787996
8101	Santa Cruz/Alto Santa Lúcia	1	Santa Cruz	Pca Do Olimpo 390	-19.95991939	-43.94651955	Rua Jose Mauricio Veiga 405	-19.87753446	-43.94394304	264	561809	14787996	14789146
8102	União/Carmo Sion	0	União	Rua Silva Fortes 151	-19.88006384	-43.92767879	Rua Silva Fortes 81	-19.87956537	-43.92790831	122	561907	14792073	14792574
8102	União/Carmo Sion	1	União (Atendimento à Praça Miguel Chiquiloff)	Pca Miguel Chquiloff 41	-19.95659624	-43.93930417	Rua Silva Fortes 81	-19.87956537	-43.92790831	31	561907	14789096	14792574
8103	Nova Floresta/Santa Lúcia - Via Lourdes	0	Santa Lúcia	Rua Doutor Furtado De Menezes 572	-19.88388133	-43.93181956	Rua Laplace 495	-19.96398091	-43.94451939	302	562043	14792230	14790067
8103	Nova Floresta/Santa Lúcia - Via Lourdes	1	Nova Floresta	Rua Laplace 495	-19.96398091	-43.94451939	Rua Doutor Furtado De Menezes 572	-19.88388133	-43.93181956	312	562043	14790067	14792230
8106	Santa Cruz/BH Shopping Via Belvedere	0	BH Shopping	Rua Padre Agostinho 250	-19.88134599	-43.93837063	Rua Maria Luiza Santiago 550	-19.97343938	-43.94792478	266	561879	14789644	14789772
8106	Santa Cruz/BH Shopping Via Belvedere	1	Santa Cruz	Rua Maria Luiza Santiago 550	-19.97343938	-43.94792478	Rua Padre Agostinho 250	-19.88134599	-43.93837063	261	561879	14789772	14789644
8107	Concórdia/São Pedro - Via Colégio Batista	0	São Pedro	Rua Ica 21	-19.89549739	-43.93794706	Rua La Paz 151	-19.94958343	-43.9387067	253	561835	14786062	14788436
8107	Concórdia/São Pedro - Via Colégio Batista	1	Concordia	Rua La Paz 151	-19.94958343	-43.9387067	Rua Jaguaribe 821	-19.89604881	-43.93694383	252	561835	14788436	14789553
8108	Cidade Nova/Savassi - Via Rua da Bahia	0	Cidade Nova	Praça Bolivia M. Viana, 1	-19.87239325	-43.92431261	Praça Bolivia M. Viana, 1	-19.87239325	-43.92431261	140	561998	31130294	31130294
8150	União / Serra - Via Floresta / Hospitais	0	Serra	Rua Silva Fortes 120	-19.87976707	-43.92791326	Rua Caraca 890	-19.94344342	-43.91476939	116	562294	14792125	14786048
8150	União / Serra - Via Floresta / Hospitais	1	Uniao	Rua Caraca 890	-19.94344342	-43.91476939	Rua Silva Fortes 120	-19.87976707	-43.92791326	173	562294	14786048	14792125
8151	Estação São Gabriel/BH Shopping Via Anel Rodoviario	0	Estação São Gabriel (Partidas da Estacao Sao Gabriel)	Estação São Gabriel	-19.86366204	-43.92637733	Rua Maria Luiza Santiago 550	-19.97343938	-43.94792478	14	562008	15140039	14789772
8151	Estação São Gabriel/BH Shopping Via Anel Rodoviario	1	Estação São Gabriel	Rua Maria Luiza Santiago 550	-19.97343938	-43.94792478	Rua Maria Luiza Santiago 550	-19.97343938	-43.94792478	251	562008	14789772	14789772
8203	Renascenca/Buritis - Via Nova Suiça	0	Buritis (Carnaval)	Rua Cachoeirinha 871	-19.88167875	-43.94508849	Avenida Senador José Augusto, 315	-19.98010611	-43.97742069	288	561874	14792727	21193169
8203	Renascenca/Buritis - Via Nova Suiça	1	Renascença (Carnaval)	Avenida Senador José Augusto, 315	-19.98010611	-43.97742069	Rua Cachoeirinha 871	-19.88167875	-43.94508849	286	561874	21193169	14792727
8205	Maria Goretti/Nova Granada	0	Nova Granada	Rua Sebastiao Santana Filho 166	-19.87156727	-43.90461739	Rua Franca 45	-19.94462711	-43.96602803	279	561795	14786647	14789181
8205	Maria Goretti/Nova Granada	1	Maria Goretti (Via Alto Barroca)	Rua Franca 45	-19.94462711	-43.96602803	Rua Sebastiao Santana Filho 166	-19.87156727	-43.90461739	267	561795	14789181	14786647
8207	Maria Goretti/Estrela Dalva	0	Estrela Dalva	Rua Maria Das Gracas 140	-19.86644643	-43.90903856	Rua Luiz Cosme 430	-19.96274564	-43.97272654	419	562310	14789440	14791207
8207	Maria Goretti/Estrela Dalva	1	Maria Goretti	Rua Luiz Cosme 430	-19.96274564	-43.97272654	Rua Maria Das Gracas 140	-19.86644643	-43.90903856	406	562310	14791207	14789440
8208	Santa Cruz / Buritis - Via Avenida Barão	0	Estoril	Rua Jose Nicodemos 36	-19.87825129	-43.93658331	Rua Esmeraldo Botelho 281	-19.97971009	-43.96579136	252	562253	14787930	14785002
8208	Santa Cruz / Buritis - Via Avenida Barão	1	Santa Cruz	Rua Esmeraldo Botelho 281	-19.97971009	-43.96579136	Rua Jose Nicodemos 36	-19.87825129	-43.93658331	248	562253	14785002	14787930
8350	Estação São Gabriel/Estação Barreiro	0	Estação Barreiro (Principal)	Estação São Gabriel - Plataforma G1	-19.86408167	-43.92648017	Estação Barreiro - Plataforma E5	-19.97381238	-44.02166193	395	562347	15140037	15140125
8350	Estação São Gabriel/Estação Barreiro	1	Estação São Gabriel (Principal)	Estação Barreiro - Plataforma E5	-19.97381238	-44.02166193	Estação São Gabriel - Plataforma G1	-19.86408167	-43.92648017	409	562347	15140125	15140037
8401	Cachoeirinha/São Jose	0	São Jose	Rua Evocacao 630	-19.90527408	-43.98980783	Rua Urucania 13	-19.90528281	-43.99145909	135	561901	14788498	14791077
8405	Palmares/Bela Vista	0	Bela Vista	Rua Nicolina Pacheco 216	-19.86902226	-43.93444497	Rua Vila Rica 184	-19.92135433	-43.98200405	215	561932	14789660	14789748
8405	Palmares/Bela Vista	1	Palmares	Rua Vila Rica 184	-19.92135433	-43.98200405	Rua Nicolina Pacheco 216	-19.86902226	-43.93444497	214	561932	14789748	14789660
8501	Maria Goretti / Engenho Nogueira via Ouro Preto	0	Engenho Nogueira	Rua Santa Alianca 550	-19.86981015	-43.90764503	Rua Engenho Do Norte 50	-19.88819525	-43.98250056	251	561898	14786751	14789815
8501	Maria Goretti / Engenho Nogueira via Ouro Preto	1	Maria Goretti	Rua Engenho Do Norte 50	-19.88819525	-43.98250056	Rua Santa Alianca 550	-19.86981015	-43.90764503	252	561898	14789815	14786751
8550	Estação São Gabriel / Zoológico via Estação Pampulha	0	Estação São Gabriel	Estação São Gabriel	-19.86380872	-43.92665724	Estação São Gabriel	-19.86380872	-43.92665724	30	562217	15140040	15140040
8551	Estação São Gabriel / Estação UFMG via Anel Rodoviário	0	Estação São Gabriel	Estação São Gabriel	-19.86397286	-43.92690812	Estação São Gabriel	-19.86397286	-43.92690812	239	561958	15140041	15140041
9030	Castanheiras/Centro	0	Castanheira	Avenida Country Club De Belo Horizonte 1	-19.91185825	-43.8737371	Avenida Country Club De Belo Horizonte 1	-19.91185825	-43.8737371	245	561957	14793182	14793182
9032	Granja de Freitas / Centro - Via Avenida dos Andradas	0	Granja De Freitas	Rua Trezentos E Vinte E Oito 200	-19.90791251	-43.88383385	Rua Trezentos E Vinte E Oito 200	-19.90791251	-43.88383385	346	562035	14791469	14791469
9034	Taquaril/Centro	0	Taquaril	Rua Antao Goncalves 200	-19.92104821	-43.88115112	Rua Antao Goncalves 200	-19.92104821	-43.88115112	272	561983	14792688	14792688
9101	Alto Vera Cruz/São Bento	0	Alto Vera Cruz	Rua Fernao Dias 90	-19.90405858	-43.89272101	Avenida Dos Andradas 7602	-19.9035281	-43.89302551	324	561916	14791459	14785695
9101	Alto Vera Cruz/São Bento	1	Alto Vera Cruz (Alto Santa Lúcia Desvio Feira Afonso Pena)	Pca Do Olimpo 390	-19.95991939	-43.94651955	Rua Fernao Dias 90	-19.90405858	-43.89272101	37	561916	14787996	14791459
9103	Santa Tereza/Santo Antônio	0	Santa Tereza	Rua Silvianopolis 130	-19.91228492	-43.91103864	Rua Silvianopolis 130	-19.91228492	-43.91103864	162	562020	14791430	14791430
9104	Sagrada Família/Luxemburgo	0	Luxemburgo	Rua Itajuba 2274	-19.89721277	-43.92663524	Rua Joaquim Candido Filho 802	-19.95039323	-43.95862746	152	561885	14787114	14790367
9104	Sagrada Família/Luxemburgo	1	Sagrada Familia	Rua Joaquim Candido Filho 802	-19.95039323	-43.95862746	Rua Itajuba 2274	-19.89721277	-43.92663524	200	561885	14790367	14787114
9105	Nova Vista/Sion	0	Sion	Rua Vieira Dos Santos 270	-19.88179944	-43.895561	Rua Costa Rica 209	-19.95580346	-43.93869971	215	562051	14790314	14785118
9105	Nova Vista/Sion	1	Nova Vista	Rua Costa Rica 209	-19.95580346	-43.93869971	Rua Vieira Dos Santos 270	-19.88179944	-43.895561	205	562051	14785118	14790314
9106	Sagrada Família/Serra	0	Serra	Rua Cabrobo 478	-19.89861761	-43.9185547	Rua Caraca 896	-19.94338829	-43.91466419	260	561790	14788403	14786044
9106	Sagrada Família/Serra	1	Sagrada Família	Rua Caraca 896	-19.94338829	-43.91466419	Rua Cabrobo 478	-19.89861761	-43.9185547	248	561790	14786044	14788403
9201	Baleia/Nova Granada	0	Nova Granada (Unidade Antônio Mourão Guimarães)	Rua Benjamim Guimaraes 1	-19.92409215	-43.89694087	Avenida Silva Lobo 2379	-19.94309803	-43.96337985	140	561888	14788851	14790546
9201	Baleia/Nova Granada	1	Baleia (Principal)	Avenida Silva Lobo 2379	-19.94309803	-43.96337985	Rua Benjamim Guimaraes 1	-19.92409215	-43.89694087	151	561888	14790546	14788851
9202	Pompéia/Jardim América	0	Pompeia (Principal)	Pca Abadia 23	-19.90647013	-43.90162356	Pca Abadia 23	-19.90647013	-43.90162356	388	561942	14788668	14788668
9204	Santa Efigênia/Estoril	0	Estoril	Avenida Mem De Sa 1901	-19.9315552	-43.90738974	Rua Jose Claudio Rezende 101	-19.96273041	-43.96452597	226	562049	14791345	14793389
9204	Santa Efigênia/Estoril	1	Santa Efigenia	Rua Jose Claudio Rezende 101	-19.96273041	-43.96452597	Avenida Mem De Sa 1901	-19.9315552	-43.90738974	224	562049	14793389	14791345
9205	Nova Vista/Nova Cintra	0	Nova Cintra	Rua Professor Bressane 896	-19.88775139	-43.89918665	Avenida Padre Jose Mauricio 592	-19.95336375	-43.99377103	299	561889	14785280	14785153
9205	Nova Vista/Nova Cintra	1	Nova Vista	Avenida Padre Jose Mauricio 592	-19.95336375	-43.99377103	Rua Professor Bressane 896	-19.88775139	-43.89918665	289	561889	14785153	14785280
9206	Vera Cruz/Buritis - Via Avenida Raja Gabáglia	0	Buritis	Rua Belem 35	-19.90638195	-43.89848226	Rua Luiz Cosme 540	-19.96344732	-43.97217642	167	562393	14790713	14791798
9206	Vera Cruz/Buritis - Via Avenida Raja Gabáglia	1	Vera Cruz	Rua Luiz Cosme 540	-19.96344732	-43.97217642	Rua Belem 35	-19.90638195	-43.89848226	162	562393	14791798	14790713
9208	Taquaril/Conjunto Santa Maria	0	Santa Maria	Rua Fernao Gomes 156	-19.916891	-43.88334984	Rua Alcida Torres 38	-19.95131031	-43.95988488	280	561914	14792591	14789862
9208	Taquaril/Conjunto Santa Maria	1	Taquaril	Rua Alcida Torres 38	-19.95131031	-43.95988488	Rua Fernao Gomes 156	-19.916891	-43.88334984	285	561914	14789862	14792591
9209	Sagrada Família/Gutierrez	0	Gutierrez	Rua Diametral 151	-19.90469988	-43.92217102	Avenida Marques De Valenca 35	-19.93651442	-43.95953374	203	562064	14790620	14786834
9209	Sagrada Família/Gutierrez	1	Sagrada Familia	Avenida Marques De Valenca 35	-19.93651442	-43.95953374	Rua Diametral 151	-19.90469988	-43.92217102	204	562064	14786834	14790620
9210	Santa Teresa/Prado	0	Prado	Rua Silvianopolis 130	-19.91228492	-43.91103864	Pca Doutor Carlos Marques 551	-19.92349985	-43.96858575	213	562034	14791430	14785206
9210	Santa Teresa/Prado	1	Santa Teresa	Pca Doutor Carlos Marques 551	-19.92349985	-43.96858575	Rua Silvianopolis 130	-19.91228492	-43.91103864	210	562034	14785206	14791430
9211	Caetano Furquim/Havaí	0	Havaí	Pca Itapira 28	-19.90298498	-43.88996646	Rua Olavo Bernardes 253	-19.96004669	-43.97012084	327	561788	14791856	14790793
9211	Caetano Furquim/Havaí	1	Caetano Furquim	Rua Olavo Bernardes 253	-19.96004669	-43.97012084	Pca Itapira 28	-19.90298498	-43.88996646	308	561788	14790793	14791856
9250	Caetano Furquim/Nova Cintra Via Savassi	0	Nova Cintra (Principal)	Avenida Itaite 210	-19.89902546	-43.90214368	Rua Nova 71	-19.95024988	-43.991174	251	561810	14786438	14785032
9250	Caetano Furquim/Nova Cintra Via Savassi	1	São Geraldo (Principal)	Rua Nova 71	-19.95024988	-43.991174	Avenida Itaite 210	-19.89902546	-43.90214368	409	561810	14785032	14786438
9402	Santa Inês/Santo André	0	Santo Andre	Rua Conceicao Do Para 1726	-19.8798862	-43.91101605	Rua Fides 300	-19.88875496	-43.95088927	212	562106	14785786	14787967
9402	Santa Inês/Santo André	1	Santa Ines	Rua Fides 300	-19.88875496	-43.95088927	Rua Conceicao Do Para 1726	-19.8798862	-43.91101605	214	562106	14787967	14785786
9403	Paraiso/Caiçara	0	Caiçara	Rua Desembargador Veloso 211	-19.9210299	-43.90180467	Rua Helio Lazzarotti 211	-19.89760498	-43.97758772	252	561961	14792828	14786873
9403	Paraiso/Caiçara	1	Paraiso	Rua Helio Lazzarotti 211	-19.89760498	-43.97758772	Rua Desembargador Veloso 211	-19.9210299	-43.90180467	252	561961	14786873	14792828
9404	São Lucas/Nova Esperança	0	Nova Esperança	Rua Coronel Pereira 49	-19.9337636	-43.91542416	Rua Francisco De Paula Ferreira 84	-19.89738389	-43.96132858	215	562012	14787144	14791903
9404	São Lucas/Nova Esperança	1	São Lucas	Rua Francisco De Paula Ferreira 84	-19.89738389	-43.96132858	Rua Coronel Pereira 49	-19.9337636	-43.91542416	226	562012	14791903	14787144
9405	Instituto Agronômico/Monsenhor Messias	0	Monsenhor Messias	Rua Josias Casimiro 751	-19.89862731	-43.91511636	Rua Boreal, 381	-19.90467083	-43.9797427	217	562047	14787929	14789312
9405	Instituto Agronômico/Monsenhor Messias	1	Instituto Agronomico	Rua Boreal, 381	-19.90467083	-43.9797427	Rua Josias Casimiro 751	-19.89862731	-43.91511636	221	562047	14789312	14787929
9407	Alto Vera Cruz/Dom Bosco	0	Dom Bosco (Atendimento a Rua Osmário Soares)	Rua Fernao Dias 1374	-19.91339341	-43.89051614	Rua Nelson Soares 356	-19.91973906	-44.00456116	338	561936	14791658	14787346
9407	Alto Vera Cruz/Dom Bosco	1	Alto Vera Cruz	Rua Nelson Soares 356	-19.91973906	-44.00456116	Rua Fernao Dias 1374	-19.91339341	-43.89051614	355	561936	14787346	14791658
9408	Santa Efigênia/Padre Eustáquio	0	Padre Eustáquio	Rua Coronel Juca Ferraz 10	-19.92471345	-43.90682559	Pca Tejo 17	-19.91260907	-43.98767586	253	561794	14786113	14786073
9408	Santa Efigênia/Padre Eustáquio	1	Santa Efigenia	Pca Tejo 17	-19.91260907	-43.98767586	Rua Coronel Juca Ferraz 10	-19.92471345	-43.90682559	249	561794	14786073	14786113
9410	Sagrada Família/Coração Eucarístico	0	Coração Eucaristico	Rua Doutor Julio Otaviano Ferreira 1085	-19.89049061	-43.92072123	Avenida Santa Matilde 200	-19.92364286	-44.00021351	224	561918	14785012	14792540
9410	Sagrada Família/Coração Eucarístico	1	Sagrada Familia	Avenida Santa Matilde 200	-19.92364286	-44.00021351	Rua Doutor Julio Otaviano Ferreira 1085	-19.89049061	-43.92072123	223	561918	14792540	14785012
9411	Casa Branca/São José	0	São José	Avenida Santa Albertina 760	-19.89299166	-43.88712011	Rua Violeta De Melo 178	-19.90142534	-43.99549423	256	562250	14787235	14789277
9411	Casa Branca/São José	1	Casa Branca	Rua Violeta De Melo 178	-19.90142534	-43.99549423	Avenida Santa Albertina 760	-19.89299166	-43.88712011	271	562250	14789277	14787235
9412	Conjunto Taquaril/Padre Eustáquio	0	Padre Eustaquio (Principal)	Rua Joaquim Teixeira Dos Anjos 155	-19.92023496	-43.87601216	Pca Tejo 17	-19.91260907	-43.98767586	216	562060	14790400	14786073
9412	Conjunto Taquaril/Padre Eustáquio	1	Taquaril (Principal)	Pca Tejo 17	-19.91260907	-43.98767586	Rua Joaquim Teixeira Dos Anjos 155	-19.92023496	-43.87601216	201	562060	14786073	14790400
9414	Santa Inês/João Pinheiro	0	João Pinheiro (Atendimento A Rua Quinze (Marilac))	Rua Hybris 555	-19.88093781	-43.90394112	Rua Professor Baeta Neves 185	-19.92255239	-44.00226435	238	561979	14785348	14788412
9414	Santa Inês/João Pinheiro	1	Santa Inês (Carnaval)	Rua Professor Baeta Neves 185	-19.92255239	-44.00226435	Rua Hybris 555	-19.88093781	-43.90394112	234	561979	14788412	14785348
9415	Nossa Senhora de Fátima/Bonfim	0	Bonfim	Rua Bonfim 1038	-19.90915764	-43.95072779	Rua Bonfim 1038	-19.90915764	-43.95072779	243	562132	14792715	14792715
9501	São Lucas/Jaraguá	0	Jaraguá	Rua Doutor Newton De Paiva Ferreira 11	-19.92861879	-43.9136951	Avenida Professor Magalhães Penido, 46	-19.85313835	-43.95698222	228	561858	14790818	21043985
9501	São Lucas/Jaraguá	1	São Lucas	Avenida Professor Magalhães Penido, 46	-19.85313835	-43.95698222	Rua Doutor Newton De Paiva Ferreira 11	-19.92861879	-43.9136951	227	561858	21043985	14790818
9502	São Geraldo/São Francisco Via Esplanada	0	São Francisco (Atendimento A UFMG)	Avenida Itaite 1023	-19.89671658	-43.89453388	Rua Alentejo 1503	-19.87215287	-43.95804156	156	561843	14792592	14790268
9502	São Geraldo/São Francisco Via Esplanada	1	São Geraldo (Carnaval)	Rua Alentejo 1503	-19.87215287	-43.95804156	Avenida Itaite 1023	-19.89671658	-43.89453388	161	561843	14790268	14792592
9503	Taquaril/Jaraguá	0	Jaraguá	Rua Ercilia Siqueira 275	-19.91360982	-43.8795646	Rua General Aranha 303	-19.8555998	-43.95552649	157	561904	14787510	14792639
9503	Taquaril/Jaraguá	1	Taquaril	Avenida Professor Magalhães Penido, 46	-19.85313835	-43.95698222	Rua Ercilia Siqueira 275	-19.91360982	-43.8795646	253	561904	21043985	14787510
9550	Casa Branca/São Francisco Via Estação José Cândido	0	São Francisco (Atendimento A UFMG)	Avenida Santa Albertina 759	-19.89296474	-43.88720584	Avenida Reitor Mendes Pimentel 175	-19.86391674	-43.95942676	65	561853	14787204	14786355
9550	Casa Branca/São Francisco Via Estação José Cândido	1	Casa Branca (Atendimento A UFMG)	Avenida Reitor Mendes Pimentel 175	-19.86391674	-43.95942676	Avenida Santa Albertina 759	-19.89296474	-43.88720584	75	561853	14786355	14787204
9801	Saudade/Santa Cruz	0	Santa Cruz	Rua Doutor Brochado 1410	-19.91553923	-43.89193455	Rua Coronel Figueiredo 359	-19.87751242	-43.94875668	262	562113	14791014	14789811
9801	Saudade/Santa Cruz	1	Saudade	Rua Coronel Figueiredo 359	-19.87751242	-43.94875668	Rua Doutor Brochado 1410	-19.91553923	-43.89193455	266	562113	14789811	14791014
9805	Santa Efigênia/Renascença	0	Renascenca (Principal)	Rua Levi Freire 300	-19.9287406	-43.90509841	Pca Muqui 111	-19.89086369	-43.93810328	217	562085	14785792	14784909
9805	Santa Efigênia/Renascença	1	Santa Efigenia (Principal)	Pca Muqui 111	-19.89086369	-43.93810328	Rua Levi Freire 300	-19.9287406	-43.90509841	225	562085	14784909	14785792
1404A	Palmeiras / Alipio de Melo	0	Alipio De Melo (Principal)	Rua Senhora Do Porto 1440	-19.975094	-43.98177785	Avenida Dos Engenheiros 904	-19.88927279	-44.00172112	307	561973	14789065	14784387
