linha,nome_linha,route_id,tipo_servico,direction_id
S60,Etelvina Carneiro/Jardim Leblon Via Venda Nova,562451,troncais_convencionais,0
S61,Mantiqueira / Estação Vilarinho,562427,troncais_convencionais,0
S63,Campo Alegre/Céu Azul Via Rio Branco,562453,troncais_convencionais,0
S64,Campo Alegre/Céu Azul Via Venda Nova,562426,troncais_convencionais,0
S65,São Bernardo / Minas Caixa,562433,troncais_convencionais,0
S66,Tupi / Europa,562440,troncais_convencionais,0
S70,Conjunto Felicidade / Shopping Del Rey,562423,vilas_favelas,0
S80,Jardim Vitória / Estação Vila Oeste,562444,vilas_favelas,0
S80,Jardim Vitória / Estação Vila Oeste,562444,vilas_favelas,1
S84,São Gabriel / Floresta - Via Hospital Belo Horizonte,637901,troncais_convencionais,0
S85,Minas Shopping / Santa Ines,562445,troncais_convencionais,0
S92,Esplanada/Buritis,562434,troncais_convencionais,0
S92,Esplanada/Buritis,562434,troncais_convencionais,1
SC01A,Contorno A,561868,estruturais,0
SC01B,Contorno B,562032,estruturais,0
SC01R,Contorno/Praca Milton Campos,562122,estruturais,0
SC02A,Praca 7/Savassi Via Pca da Liberdade - Santa Casa,561837,estruturais,0
SC03A,Hospital Felicio Rocho/Hospital Militar A,561791,estruturais,0
SC04A,Santa Casa/Savassi/Rodoviaria A,561955,estruturais,0
SC04B,Santa Casa/Rodoviaria/Savassi B,561963,estruturais,0
