linha,nome_linha,route_id,tipo_servico,direction_id
9411,Casa Branca/São José,562250,estruturais,0
9411,Casa Branca/São José,562250,estruturais,1
9412,Conjunto Taquaril/Padre Eustáquio,562060,estruturais,0
9412,Conjunto Taquaril/Padre Eustáquio,562060,estruturais,1
9414,Santa Inês/João Pinheiro,561979,estruturais,0
9414,Santa Inês/João Pinheiro,561979,estruturais,1
9415,Nossa Senhora de Fátima/Bonfim,562132,estruturais,0
9501,São Lucas/Jaraguá,561858,estruturais,0
9501,São Lucas/Jaraguá,561858,estruturais,1
9502,São Geraldo/São Francisco Via Esplanada,561843,estruturais,0
9502,São Geraldo/São Francisco Via Esplanada,561843,estruturais,1
9503,Taquaril/Jaraguá,561904,estruturais,0
9503,Taquaril/Jaraguá,561904,estruturais,1
9550,Casa Branca/São Francisco Via Estação José Cândido,561853,estruturais,0
9550,Casa Branca/São Francisco Via Estação José Cândido,561853,estruturais,1
9801,Saudade/Santa Cruz,562113,estruturais,0
9801,Saudade/Santa Cruz,562113,estruturais,1
9805,Santa Efigênia/Renascença,562085,estruturais,0
9805,Santa Efigênia/Renascença,562085,estruturais,1
1404A,Palmeiras / Alipio de Melo,561973,alimentadoras,0
1404A,Palmeiras / Alipio de Melo,561973,alimentadoras,1
1404C,Palmeiras / São Salvador,562096,alimentadoras,0
1404C,Palmeiras / São Salvador,562096,alimentadoras,1
1505R,Conjunto Felicidade / Centro,562337,troncais_convencionais,0
3301A,Santa Terezinha / Hospitais,562220,alimentadoras,0
3301B,Castelo / Centro - Via Avenida Carlos Luz,562072,troncais_convencionais,0
3302A,Nova Pampulha/Centro - Via Zoológico,561891,troncais_convencionais,0
3302B,Trevo / Centro - Via Braunas,562030,troncais_convencionais,0
3302D,Braúnas / Centro,561805,troncais_convencionais,0
3501A,Jardim Alvorada/São Marcos,561838,alimentadoras,0
3501A,Jardim Alvorada/São Marcos,561838,alimentadoras,1
3501B,Ouro Preto 3a Gleba/Bairro Ipe Via Jardim Montanhes,562313,alimentadoras,0
3501B,Ouro Preto 3a Gleba/Bairro Ipe Via Jardim Montanhes,562313,alimentadoras,1
3503A,Santa Terezinha/São Gabriel,561985,alimentadoras,0
3503A,Santa Terezinha/São Gabriel,561985,alimentadoras,1
4801A,Jardim Filadelfia/Boa Vista A,561944,alimentadoras,0
4801A,Jardim Filadelfia/Boa Vista A,561944,alimentadoras,1
4802A,Pindorama/Boa Vista,562204,alimentadoras,0
4802A,Pindorama/Boa Vista,562204,alimentadoras,1
5502C,Pousada Santo Antônio / Centro / Hospitais,561848,troncais_convencionais,0
5503A,Goiânia A / Centro / Hospitais,561934,troncais_convencionais,0
5503B,Goiânia B / Centro / Hospitais,562168,troncais_convencionais,0
8001A,Santa Inês/BH Shopping,561947,alimentadoras,0
8001A,Santa Inês/BH Shopping,561947,alimentadoras,1
83D,Estação São Gabriel / Centro - Direta,562171,troncais_move,0
83P,Estação São Gabriel / Centro - Paradora,562185,troncais_move,0
S10,BH Shopping / São Francisco,562437,troncais_convencionais,0
S19,Hospital Evangélico/Shopping Boulevard,562443,troncais_convencionais,0
S20,Palmeiras / Serra,562422,troncais_convencionais,0
S21,Dom Cabral / BH Shopping,562439,troncais_convencionais,0
S22,Buritis / Metrô Calafate,562442,metro,0
S22,Buritis / Metrô Calafate,562442,metro,1
S31,Petrópolis / Barreiro,562435,troncais_convencionais,0
S32,Itaipu / Cardoso,562441,troncais_convencionais,0
S32,Itaipu / Cardoso,562441,troncais_convencionais,1
S33,Lindéia / Milionários,562448,troncais_convencionais,0
S33,Lindéia / Milionários,562448,troncais_convencionais,1
S41,Conjunto Califórnia / Prado,562438,vilas_favelas,0
S53,Confisco / Ouro Minas,562429,troncais_convencionais,0
S53,Confisco / Ouro Minas,562429,troncais_convencionais,1
S54,Dom Bosco / Shopping Del Rey,562424,troncais_convencionais,0
S55,Santa Monica / Minas Shopping,562436,troncais_convencionais,0
S56,São José/Vilarinho,562425,troncais_convencionais,0
S56,São José/Vilarinho,562425,troncais_convencionais,1
