stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
14785396,,Rua Jose Clemente 516,,-19.83779194,-43.93014107,,,0,,,0,
14785397,,Rua Dom Cabral 344,,-19.84251119,-43.90060981,,,0,,,0,
14785398,,Rua Luiz Carlos Ribeiro 170,,-19.98464727,-44.01758443,,,0,,,0,
14785399,,Rua Rio Pomba 269,,-19.91293672,-43.96804116,,,0,,,0,
14785400,,Rua Professor Benevenuto 99,,-19.83499123,-43.97858808,,,0,,,0,
14785401,,Rua Do Uruguai 805,,-19.95331952,-43.9310668,,,0,,,0,
14785402,,Rua Ester De Lima 107,,-19.88175968,-43.94028828,,,0,,,0,
14785403,,Rua Olinto Magalhaes 261,,-19.9141965,-43.98340502,,,0,,,0,
14785404,,Rua Pium I 353,,-19.94276253,-43.92988941,,,0,,,0,
14785405,,Rua Frei Manoel Da Cruz 543,,-19.86086686,-43.95132117,,,0,,,0,
14785406,,Avenida Cristiano Machado 9826,,-19.84207002,-43.93439571,,,0,,,0,
14785407,,Rua Jose Clemente 525,,-19.83759246,-43.93030141,,,0,,,0,
14785408,,Avenida Otacilio Negrao De Lima 6060,,-19.85319163,-43.99350016,,,0,,,0,
14785409,,Rua Sao Judas Tadeu 267,,-19.83371306,-43.89977357,,,0,,,0,
14785410,,Rua Edgard Torres 385,,-19.81171817,-43.95834666,,,0,,,0,
14785411,,Rua Doutor Sylvio Menicucci 1176,,-19.88571289,-44.00423389,,,0,,,0,
14785412,,Rua Serra Dos Orgaos 576,,-19.82656188,-43.89878265,,,0,,,0,
14785413,,Rua Maria Heilbuth Surette 1223,,-19.9695102,-43.97179749,,,0,,,0,
14785414,,Rua Doutor Cristiano Rezende 2745,,-19.99094842,-43.99918862,,,0,,,0,
14785415,,Rua Ursula Paulino 1708,,-19.96234237,-43.99066218,,,0,,,0,
14785416,,Rua Antonio Ferreira 13,,-19.9554233,-43.99982495,,,0,,,0,
14785417,,Rua Montes Claros 930,,-19.94723819,-43.92722371,,,0,,,0,
14785418,,Rua Elaine Lemos 96,,-19.8440834,-43.89651491,,,0,,,0,
14785419,,Rua Caraca 774,,-19.94337457,-43.91571619,,,0,,,0,
14785420,,Rua Sao Pedro Do Avai 139,,-19.83014939,-43.96318897,,,0,,,0,
14785421,,Rua Dois Mil Cento E Trinta E Cinco 158,,-20.01060167,-44.01248918,,,0,,,0,
14785422,,Rua Rogerio Aparecido Da Silva 45,,-19.8389148,-43.90252311,,,0,,,0,
14785423,,Rua Central 1300,,-19.8261934,-43.98861162,,,0,,,0,
14785424,,Rua Oligisto 410,,-19.91119259,-43.91172907,,,0,,,0,
14785425,,Avenida Da Rede 615,,-19.85158315,-43.91810927,,,0,,,0,
14785426,,Rua Jacui 6467,,-19.86206804,-43.92384038,,,0,,,0,
14785427,,Avenida Waldyr Soeiro Emrich 5123,,-19.99406849,-44.03037988,,,0,,,0,
14785428,,Rua Ursula Paulino 1713,,-19.96247947,-43.99053947,,,0,,,0,
14785429,,Rua Doutor Sylvio Menicucci 1147,,-19.88556668,-44.00484535,,,0,,,0,
14785430,,Ala Ezequiel Dias 225,,-19.92333167,-43.93144459,,,0,,,0,
14785431,,Rua Edgard Torres 354,,-19.81177226,-43.95823145,,,0,,,0,
14785432,,Avenida Da Rede 618,,-19.85167285,-43.91807706,,,0,,,0,
14785433,,Rua Joao Braga De Moura 162,,-19.9827516,-44.01355044,,,0,,,0,
14785434,,Rua Penalva 20,,-19.85392954,-43.90670856,,,0,,,0,
14785436,,Rod Anel Rodoviario Celso Mello Azevedo 22520,,-19.86038288,-43.9182389,,,0,,,0,
14785437,,Rua Estacio Rodrigues 401,,-19.95955949,-43.96966999,,,0,,,0,
14785438,,Rua Angaturama 30,,-19.86967087,-43.92733341,,,0,,,0,
14785439,,Rua Cristalina 54,,-19.8832627,-44.0094146,,,0,,,0,
14785440,,Rua Julio Cezar 8,,-19.8558106,-43.89694548,,,0,,,0,
14785441,,Rua Doutor Cristiano Rezende 1440,,-19.98115002,-43.98957296,,,0,,,0,
14785442,,Rua Ana Rafael Dos Santos 433,,-20.00767655,-44.03102686,,,0,,,0,
14785443,,Rua Dos Moreiras 8,,-19.84109321,-43.87207803,,,0,,,0,
14785444,,Avenida Olegario Maciel 2026,,-19.93181842,-43.94778706,,,0,,,0,
14785445,,Avenida Presidente Antonio Carlos 3722,,-19.87799539,-43.95237801,,,0,14788986,,0,2B
14785446,,Rua Joao Samaha 492,,-19.8262624,-43.96259029,,,0,,,0,
14785447,,Avenida Solferina Ricci Pace 915,,-20.00441896,-44.04439355,,,0,,,0,
14785448,,Rua Vitorio Marcola 55,,-19.94433789,-43.92945713,,,0,,,0,
14785449,,Avenida Presidente Antonio Carlos 3723,,-19.87758869,-43.95256621,,,0,14788986,,0,1A
14785450,,Rua Dos Moreiras 7,,-19.84110657,-43.87214765,,,0,,,0,
14785451,,Avenida Presidente Antonio Carlos 3724,,-19.87743454,-43.95258598,,,0,14788986,,0,1B
14785452,,Rua Dom Cabral 339,,-19.84261179,-43.90048374,,,0,,,0,
14785453,,Rua Gustavo Da Silveira 546,,-19.90006322,-43.91228699,,,0,,,0,
14785454,,Rua Indiana 1131,,-19.94595773,-43.97155935,,,0,,,0,
14785455,,Rua Mendanha 169,,-19.91854975,-43.9695982,,,0,,,0,
14785456,,Rua Seringueira 236,,-19.94337502,-43.99401702,,,0,,,0,
14785457,,Avenida Presidente Antonio Carlos 3721,,-19.87807684,-43.95238784,,,0,14788986,,0,2A
14785458,,Rua Maria Gertrudes Santos 400,,-19.81699951,-44.00124366,,,0,,,0,
14785459,,Avenida Teresa Cristina 6501,,-19.95356821,-43.98532191,,,0,,,0,
14785460,,Avenida Jose De Patrocinio Pontes 1355,,-19.95864039,-43.91321501,,,0,,,0,
14785461,,Rua Ana Rafael Dos Santos 428,,-20.00770484,-44.03092833,,,0,,,0,
14785462,,Rua Mucuri 101,,-19.91880852,-43.92694719,,,0,,,0,
14785463,,Rua Longitude 11,,-19.80541583,-43.9370987,,,0,,,0,
14785464,,Rua Pilar 275,,-19.93752058,-43.96681823,,,0,,,0,
14785465,,Rua Professora Maria Coutinho 700,,-19.93458468,-44.0001058,,,0,,,0,
14785466,,Avenida Silviano Brandao 2825,,-19.90770631,-43.91223132,,,0,,,0,
14785467,,Rua Santa Josefina 739,,-19.88619001,-43.96304426,,,0,,,0,
14785468,,Rua Santa Josefina 738,,-19.88619134,-43.96283803,,,0,,,0,
14785469,,Rua Teodoro Dos Reis 143,,-19.86762991,-43.90623895,,,0,,,0,
14785470,,Rua Alexandre Siqueira 140,,-19.94962523,-43.98120286,,,0,,,0,
14785471,,Avenida Joao Xxiii 439,,-19.89916176,-44.00090833,,,0,,,0,
14785473,,Rua Dos Tupis 890,,-19.92000536,-43.94539816,,,0,,,0,
14785474,,Rua Sao Pedro Da Aldeia 83,,-19.99877793,-43.96451767,,,0,,,0,
14785475,,Rua Doutor Pedro Pinto 232,,-19.90194103,-43.97133181,,,0,,,0,
14785476,,Pca Toscana 219,,-19.86043276,-43.98830558,,,0,,,0,
14785477,,Avenida Engenheiro Carlos Goulart 185,,-19.96873003,-43.96274549,,,0,,,0,
14785478,,Rua Bolivar Ferreira De Melo 150,,-19.97012241,-43.97467872,,,0,,,0,
14785479,,Rua Antonio Soares 253,,-19.89067902,-43.89368349,,,0,,,0,
14785480,,Rua Minduri 168,,-19.88551187,-43.90908879,,,0,,,0,
14785481,,Rua Dalva De Matos 484,,-19.81499715,-43.98793508,,,0,,,0,
14785482,,Rua Cinquenta E Seis 285,,-20.00951296,-44.04065273,,,0,,,0,
14785483,,Rua Pedra Da Lua 110,,-19.81079251,-43.97116875,,,0,,,0,
14785484,,Rua Ester De Lima 140,,-19.87550913,-43.94002086,,,0,,,0,
14785485,,Rua Tres Fazendas 351,,-19.96322519,-43.98494882,,,0,,,0,
14785486,,Rua Nair Pentagna Guimaraes 215,,-19.84376693,-43.93996663,,,0,,,0,
14785487,,Avenida Ayres Da Mata Machado 194,,-19.87717444,-44.00677484,,,0,,,0,
14785488,,Avenida Raja Gabaglia 350,,-19.93759451,-43.95366777,,,0,,,0,
14785489,,Avenida Amazonas 5455,,-19.93062969,-43.98151803,,,0,,,0,
14785490,,Rua Mairink 421,,-19.90060317,-43.88910367,,,0,,,0,
14785491,,Rua Aldemiro Fernandes Torres 787,,-19.81526487,-43.94780199,,,0,,,0,
14785492,,Rua Dona Senhorinha 250,,-19.8938698,-43.90375901,,,0,,,0,
14785493,,Rua Dona Sinvalina Neves 70,,-19.83269847,-43.89932195,,,0,,,0,
14785494,,Rua Malaquito 26,,-19.92506893,-43.90751381,,,0,,,0,
14785495,,Rua Tres Pontas 819,,-19.91095882,-43.96246718,,,0,,,0,
14785496,,Rua Fluorina 1552,,-19.92394837,-43.90422217,,,0,,,0,
14785497,,Rua Vicente Risola 637,,-19.88653578,-43.90916268,,,0,,,0,
14785498,,Rua Gustavo Da Silveira 1890,,-19.88267776,-43.91352924,,,0,,,0,
14785499,,Rua Pinheiros 351,,-19.88650328,-43.95787589,,,0,,,0,
14785500,,Rua Barao Do Monte Alto 1041,,-20.00627299,-44.00513068,,,0,,,0,
14785501,,Avenida Dos Andradas 7588,,-19.90548645,-43.88869245,,,0,,,0,
14785502,,Rua Leda Pinheiro Chagas 252,,-19.97874144,-43.98017329,,,0,,,0,
14785503,,Avenida General Carlos Guedes 519,,-19.83702697,-43.94773751,,,0,,,0,
14785504,,Ala Ezequiel Dias 275,,-19.92417939,-43.93169488,,,0,,,0,
14785506,,Avenida Del Rey 3001,,-19.8910342,-43.96879599,,,0,,,0,
14785507,,Rua Viana Do Castelo 485,,-19.8767404,-43.9535791,,,0,,,0,
14785508,,Rua Jacui 6429,,-19.86317756,-43.92543399,,,0,,,0,
14785509,,Rua Jacui 6426,,-19.86334167,-43.92537759,,,0,,,0,
14785510,,Rua Padre Pedro Pinto 2987,,-19.80411288,-43.97663821,,,0,,,0,
14785511,,UPA Venda Nova,,-19.81789627,-43.95280864,,,1,,,1,
14785512,,Rua Julio De Carvalho 225,,-19.84349656,-44.00862568,,,0,,,0,
14785513,,Rua Dona Senhorinha 227,,-19.89415976,-43.90412792,,,0,,,0,
14785514,,Avenida Ayres Da Mata Machado 193,,-19.8776025,-44.00678506,,,0,,,0,
14785515,,Avenida Augusto De Lima 176,,-19.92430201,-43.93831761,,,0,,,0,
14785516,,Rua Das Gaivotas 276,,-19.82567388,-43.9487697,,,0,,,0,
14785517,,Rua Lagoa Da Prata 1128,,-19.94650283,-43.98450918,,,0,,,0,
14785518,,Rua Maria Heilbuth Surette 1295,,-19.96772872,-43.97156181,,,0,,,0,
14785519,,Rua Das Gaivotas 275,,-19.82544187,-43.94895942,,,0,,,0,
14785520,,Rua Eduardo Lopes 433,,-19.90392641,-43.96086288,,,0,,,0,
14785521,,Rua Antonio Eustaquio Pinheiro 46,,-20.01059956,-44.00965084,,,0,,,0,
14785522,,Avenida Barbacena 455,,-19.92243376,-43.95396123,,,0,,,0,
14785523,,Rua Elias Saliba 131,,-19.90379164,-44.01693121,,,0,,,0,
14785524,,Rua Pedro Lessa 602,,-19.9041512,-43.95192661,,,0,,,0,
14785525,,Rua Pedro Lessa 603,,-19.90425242,-43.95185401,,,0,,,0,
14785526,,Rua Tipuana 811,,-19.81008617,-43.94120291,,,0,,,0,
14785527,,Rua Wilson De Oliveira 495,,-20.02762173,-44.02769335,,,0,,,0,
14785528,,Rua Etervino Tiburcio Henriques 604,,-19.83470267,-43.99779682,,,0,,,0,
14785529,,Rua Wilson De Oliveira 490,,-20.02759854,-44.02776577,,,0,,,0,
14785530,,Rua Curitiba 786,,-19.91921881,-43.94147974,,,0,,,0,
14785531,,Rua Capitao Eduardo 157,,-19.81650467,-43.89441677,,,0,,,0,
14785532,,Rua Oeste 335,,-19.92321032,-43.96640861,,,0,,,0,
14785533,,Avenida Ivai 951,,-19.91281252,-44.00062647,,,0,,,0,
14785534,,Rua Expedicionario Inocencio Rosa 168,,-19.86309637,-43.91425544,,,0,,,0,
14785536,,Rua David Maurilio Mourao 113,,-19.96802057,-43.97473034,,,0,,,0,
14785537,,Rua Julio De Carvalho 230,,-19.84342822,-44.00870298,,,0,,,0,
14785538,,Rua Erico Verissimo 1827,,-19.81766405,-43.97704266,,,0,,,0,
14785539,,Rua Vicente Risola 650,,-19.88640314,-43.90907447,,,0,,,0,
14785540,,Rua Monsenhor Artur De Oliveira 165,,-19.86037351,-43.90080321,,,0,,,0,
14785541,,Rua Ibitinga 172,,-19.89924901,-43.94021004,,,0,,,0,
14785542,,Rua Cachoeirinha 2221,,-19.88110771,-43.94637945,,,0,,,0,
14785543,,Avenida Amazonas 5438,,-19.93026854,-43.98104472,,,0,,,0,
14785544,,Rua Contagem 1396,,-19.88434074,-43.90666844,,,0,,,0,
14785545,,Rua Contagem 1395,,-19.88418088,-43.90692972,,,0,,,0,
14785546,,Rua Oitocentos E Sessenta E Dois 109,,-19.99835373,-44.02095476,,,0,,,0,
14785547,,Avenida Cristovao Colombo 104,Praça da Savassi,-19.93880497,-43.93501466,,,0,,,0,
14785548,,Rua Maria Francisca 830,,-19.89268721,-43.89721767,,,0,,,0,
14785549,,Rua Samuel Caetano Junior 60,,-19.87075895,-43.96524764,,,0,,,0,
14785550,,Avenida Perimetral 90,,-19.99452517,-44.03152237,,,0,,,0,
14785551,,Avenida Francisco Negrao De Lima 58,,-19.83772956,-43.99481716,,,0,,,0,
14785552,,Rua Hesperia 359,,-19.88912691,-43.95155612,,,0,,,0,
14785554,,Rua Antenor Prata 15,,-19.87575125,-43.99102943,,,0,,,0,
14785555,,Rua Cornelio Procopio 40,,-19.88685122,-43.90545516,,,0,,,0,
14785556,,Rua Antenor Prata 10,,-19.87573514,-43.9911047,,,0,,,0,
14785557,,Rua Jose Sabino Maciel 20,,-19.80873224,-43.9997218,,,0,,,0,
14785558,,Rua Marfim 660,,-19.90733331,-44.02375921,,,0,,,0,
14785559,,Rua Dona Conceicao Martins 298,,-19.80223274,-44.0001212,,,0,,,0,
14785560,,Rua Antonio Soares 276,,-19.8906053,-43.89358247,,,0,,,0,
14785561,,Rua Contagem 10,,-19.89532934,-43.91190353,,,0,,,0,
14785562,,Rua Joao Ignacio Santos 841,,-19.91038111,-43.87896649,,,0,,,0,
14785563,,Rua Luis Monteiro 40,,-19.8934588,-43.95867068,,,0,,,0,
14785564,,Rua Dos Tupis 836,,-19.92012072,-43.94492219,,,0,,,0,
14785565,,Rua Joao Neiva 344,,-19.89582445,-43.89217229,,,0,,,0,
14785566,,Avenida Augusto De Lima 172,,-19.9243213,-43.93823947,,,0,,,0,
14785568,,Avenida Silva Lobo 667,,-19.92960927,-43.97180887,,,0,,,0,
14785569,,Rua Ursula Paulino 468,,-19.9532947,-43.98312483,,,0,,,0,
14785570,,Avenida Joao Xxiii 495,,-19.89826584,-44.00489149,,,0,,,0,
14785571,,Rua Expedicionario Paulo De Souza 570,,-19.86858765,-44.01522927,,,0,,,0,
14785572,,Rua Lagoa Da Prata 1117,,-19.94645369,-43.98441747,,,0,,,0,
14785573,,Rua Mendes De Oliveira 507,,-19.90205278,-43.9522357,,,0,,,0,
14785574,,Rua Dona Nenzinha 40,,-19.97540808,-44.04630976,,,0,,,0,
14785575,,Rua Fluorina 1591,,-19.92437176,-43.90410184,,,0,,,0,
14785576,,Rua Tombador 154,,-19.94786659,-43.98926204,,,0,,,0,
14785577,,Rua Conceicao Do Mato Dentro 415,,-19.87144077,-43.98036985,,,0,,,0,
14785578,,Rua Tombador 137,,-19.94790792,-43.98939632,,,0,,,0,
14785579,,Rua Francisca Candida 25,,-19.93908993,-43.98666993,,,0,,,0,
14785580,,Rua Longitude 30,,-19.80528739,-43.93738119,,,0,,,0,
14785581,,Rua Helga Taveira De Souza 305,,-19.82305221,-44.00947645,,,0,,,0,
14785582,,Rua Carmelita Coelho Da Rocha 20,,-20.02409256,-44.03154763,,,0,,,0,
14785583,,Rua Josue Martins De Souza 634,,-19.80858748,-44.00309782,,,0,,,0,
14785584,,Avenida Professor Mario Werneck 861,,-19.96680192,-43.9601936,,,0,,,0,
14785585,,Rua Carmelita Coelho Da Rocha 25,,-20.02410961,-44.03162487,,,0,,,0,
14785586,,Rua Padre Pedro Pinto 1699,,-19.81183113,-43.96520276,,,0,,,0,
14785587,,Avenida Silva Lobo 1967,,-19.94050921,-43.96688096,,,0,,,0,
14785588,,Rua Tres Mil Quatrocentos E Treze 116,,-19.98208104,-44.00694804,,,0,,,0,
14785589,,Rua Jose Simplicio Moreira 780,,-19.8367936,-44.01420162,,,0,,,0,
14785590,,Avenida Silva Lobo 1959,,-19.94057111,-43.96680508,,,0,,,0,
14785591,,Avenida Augusto De Lima 138,,-19.92442643,-43.93779404,,,0,,,0,
14785592,,Rua Estancia 139,,-19.88679577,-43.89662789,,,0,,,0,
14785593,,Rua Mexico 1001,,-19.82439971,-43.99445887,,,0,,,0,
14785594,,Rua Peperi 340,,-19.94063726,-43.96828366,,,0,,,0,
14785595,,Rua Ana Pereira Menezes 173,,-19.8597873,-43.92086862,,,0,,,0,
14785596,,Rua Cornelio Procopio 69,,-19.88675058,-43.90550122,,,0,,,0,
14785597,,Avenida Americo Vespucio 570,,-19.88705303,-43.9536423,,,0,,,0,
14785598,,Rua Minduri 108,,-19.88568751,-43.91047523,,,0,,,0,
14785599,,Rua Conceicao Do Mato Dentro 426,,-19.87127072,-43.98062298,,,0,,,0,
14785600,,Rua Soares Nogueira 805,,-19.94186599,-44.0179825,,,0,,,0,
14785601,,Avenida Senador Levindo Coelho 171,,-20.01777806,-44.02917111,,,0,,,0,
14785602,,Avenida Cristovao Colombo 135,Praça da Savassi,-19.93895344,-43.93519807,,,0,,,0,
14785603,,Rua Pitangui 2276,,-19.9066955,-43.92556606,,,0,,,0,
14785604,,Rua Doutor Cristiano Rezende 190,,-19.97156427,-43.9935131,,,0,,,0,
14785605,,Rua Dos Tupinambas 855,,-19.91697046,-43.9422799,,,0,,,0,
14785606,,Avenida Silviano Brandao 1507,,-19.91172885,-43.92375937,,,0,,,0,
14785607,,Rua Helio Natale 103,,-19.85867691,-43.88233363,,,0,,,0,
14785608,,Rua Angelonia 110,,-19.8388318,-43.89455394,,,0,,,0,
14785609,,Rua Leopoldina 335,,-19.94284374,-43.94095227,,,0,,,0,
14785610,,Rua Maria Helena Rocha 33,,-19.83137389,-43.92018953,,,0,,,0,
14785611,,Rua Imbiaca 416,,-19.92080375,-43.99713843,,,0,,,0,
14785612,,Rua Doutor Plinio Moraes 745,,-19.89039861,-43.92471931,,,0,,,0,
14785613,,Avenida Presidente Antonio Carlos 1143,,-19.90117529,-43.94592627,,,0,,,0,
14785614,,Rua Jose Claudio Sanches 445,,-19.92852597,-44.01745747,,,0,,,0,
14785615,,Rua Camilo Prates 182,,-19.88164941,-43.91968167,,,0,,,0,
14785616,,Rua Zirconio 270,,-19.94310518,-44.01531179,,,0,,,0,
14785617,,Rua Joaquim Cardoso 414,,-19.83515353,-43.91708525,,,0,,,0,
14785618,,Rua Jose Ferreira Dos Santos 210,,-19.79833545,-43.97312118,,,0,,,0,
14785619,,Rua Helga Taveira De Souza 324,,-19.82309228,-44.00941767,,,0,,,0,
14785620,,Avenida Professor Alfredo Balena 3,,-19.92377678,-43.92626802,,,0,,,0,
14785621,,Avenida Professor Alfredo Balena 64,,-19.92372667,-43.92663331,,,0,,,0,
14785622,,Rua Gentil Teodoro 96,,-19.88247465,-43.93772355,,,0,,,0,
14785623,,Rua Agenor De Paula Estrela 40,,-19.80271142,-43.93908709,,,0,,,0,
14785624,,Rua Genoveva De Souza 1081,,-19.90671185,-43.92196596,,,0,,,0,
14785625,,Rua Joana Angelica 1137,,-19.85499692,-43.92857262,,,0,,,0,
14785626,,Rua Doutor Alvaro Camargos 2366,,-19.82829665,-43.96995045,,,0,,,0,
14785627,,Rua Santarem 645,,-19.95098152,-43.98773424,,,0,,,0,
14785628,,Rua Flor D'Agua 5,,-19.90045991,-43.99035967,,,0,,,0,
14785629,,Rua Parnaiba 205,,-19.85088114,-43.92909052,,,0,,,0,
14785630,,Avenida Olinto Meireles 2634,,-19.99308816,-44.00711101,,,0,,,0,
14785631,,Rua Cruzeiro Do Sul 293,,-19.99382006,-44.01065322,,,0,,,0,
14785632,,Rod Camilo Teixeira Da Costa 55,,-19.84343046,-43.91437078,,,0,,,0,
14785633,,Rua Edmar Colini Ferreira 144,,-19.79207493,-43.98999764,,,0,,,0,
14785634,,Rua Pedro Moreira Do Nascimento 305,,-19.81612269,-44.01350396,,,0,,,0,
14785635,,Rod Anel Rodoviario Celso Mello Azevedo 2119,,-19.986309,-43.97706933,,,0,,,0,
14785636,,Rua Intersindical 494,,-20.00320602,-44.0020461,,,0,,,0,
14785637,,Rua Itororo 806,,-19.91691723,-43.97736887,,,0,,,0,
14785638,,Rua Joaquim Cardoso 409,,-19.83512151,-43.91715383,,,0,,,0,
14785639,,Rua Vila Rica 2013,,-19.90285471,-43.98075226,,,0,,,0,
14785640,,Rua Cinquenta E Seis 200,,-20.00927318,-44.04072559,,,0,,,0,
14785641,,Rua Mauricio Perillo 20,,-19.80376276,-43.94645268,,,0,,,0,
14785642,,Rua Jose Ferreira Dos Santos 209,,-19.79854806,-43.97315113,,,0,,,0,
14785643,,Avenida Dom Pedro II 3617,,-19.91270769,-43.97490651,,,0,,,0,
14785644,,Rua Mauricio Perillo 23,,-19.80382866,-43.94651889,,,0,,,0,
14785645,,Avenida Novara 1280,,-19.85708467,-43.9899823,,,0,,,0,
14785646,,Rua Romualdo Lopes Cancado 720,,-19.88566651,-43.99695231,,,0,,,0,
14785647,,Avenida Olinto Meireles 2645,,-19.99262868,-44.00704364,,,0,,,0,
14785648,,Avenida Bueno Siqueira 100,,-19.86664216,-43.94339683,,,0,,,0,
14785649,,Rod Camilo Teixeira Da Costa 41,,-19.83729738,-43.90805287,,,0,,,0,
14785650,,Avenida Reitor Mendes Pimentel 253,,-19.8643779,-43.96002676,,,0,,,0,
14785651,,Rua Jacques Luciano 221,,-19.90554759,-43.92066378,,,0,,,0,
14785652,,Rua Jose Pinto De Moura 560,,-19.82402126,-43.93546993,,,0,,,0,
14785653,,Rua Desembargador Braulio 2319,,-19.91982717,-43.88595788,,,0,,,0,
14785654,,Avenida Reitor Mendes Pimentel 256,,-19.8642848,-43.9603305,,,0,,,0,
14785655,,Rua Felipe Drumond 36,,-19.83431236,-43.91242852,,,0,,,0,
14785656,,Rua Desembargador Braulio 2318,,-19.91971006,-43.88618751,,,0,,,0,
14785657,,Avenida Agulhas Negras 481,,-19.9520026,-43.91622401,,,0,,,0,
14785658,,Rua Desembargador Braulio 1007,,-19.91007933,-43.89024817,,,0,,,0,
14785660,,Avenida Presidente Carlos Luz 3705,,-19.88057427,-43.97596248,,,0,,,0,
14785661,,Rua Itaquera 1311,,-19.90079761,-43.93006269,,,0,,,0,
14785662,,Avenida Oceano Atlantico 637,,-19.79281631,-43.96288617,,,0,,,0,
14785663,,Rua Aprazivel 222,,-19.88754169,-43.89423158,,,0,,,0,
14785664,,Rua Radialista Orlando Cavalcante 110,,-19.81119078,-44.00688811,,,0,,,0,
14785665,,Avenida Oceano Atlantico 636,,-19.79279629,-43.96298768,,,0,,,0,
14785666,,Rua Marechal Deodoro 280,,-19.91815815,-43.92940627,,,0,,,0,
14785667,,Rua Doutor Alvaro Camargos 2348,,-19.8279106,-43.9695839,,,0,,,0,
14785668,,Rua Doutor Alvaro Camargos 1011,,-19.82487109,-43.9599527,,,0,,,0,
14785669,,Rua Elaine Lemos 107,,-19.84406099,-43.89641241,,,0,,,0,
14785670,,Avenida Raja Gabaglia 1626,,-19.94797389,-43.96089888,,,0,,,0,
14785671,,Rua Cruzeiro Do Sul 270,,-19.99381013,-44.01075173,,,0,,,0,
14785672,,Avenida Francisco Sa 1341,,-19.93450395,-43.95923313,,,0,,,0,
14785673,,Rua Maria Helena Rocha 120,,-19.8308058,-43.91948384,,,0,,,0,
14785674,,Avenida Bias Fortes 557,,-19.92851054,-43.94170035,,,0,,,0,
14785675,,Rua Olivia Maria De Jesus 1537,,-19.83422421,-43.93825373,,,0,,,0,
14785676,,Rua Major Delfino De Paula 3166,,-19.88537727,-43.96363688,,,0,,,0,
14785677,,Rua Dantas 52,,-19.94359687,-43.96387289,,,0,,,0,
14785678,,Rua Santa Catarina 1342,,-19.93234339,-43.94645233,,,0,,,0,
14785679,,Rua Pioneiros Da Paz 365,,-19.83852235,-43.98083795,,,0,,,0,
14785680,,Rua Nair Pentagna Guimaraes 155,,-19.84504803,-43.93972579,,,0,,,0,
14785681,,Rua Pedro Moreira Do Nascimento 320,,-19.81591714,-44.01388247,,,0,,,0,
14785682,,Rua Joao Antonio Cardoso 116,,-19.87203707,-43.98280839,,,0,,,0,
14785683,,Rua Paulo Piedade Campos 927,,-19.95778184,-43.96779049,,,0,,,0,
14785684,,Rua Expedito Ribeiro Silva 394,,-19.863828,-43.93557611,,,0,,,0,
14785685,,Rua Dos Astecas 2917,,-19.82975341,-43.97914691,,,0,,,0,
14785686,,Avenida Das Torres 701,,-19.98883494,-43.96490385,,,0,,,0,
14785687,,Rua Lorca 450,,-19.88113178,-43.92244321,,,0,,,0,
14785688,,Avenida Professor Alfredo Balena 11,,-19.92388843,-43.92645863,,,0,,,0,
14785689,,Rua Marcelo Costa Tavares 106,,-19.95855166,-44.00283176,,,0,,,0,
14785690,,Avenida Oceano Atlantico 649,,-19.79370613,-43.9625084,,,0,,,0,
14785691,,Rua Agenor De Paula Estrela 23,,-19.80270255,-43.93917489,,,0,,,0,
14785692,,Rua Barao De Coromandel 618,,-19.8451601,-43.94896725,,,0,,,0,
14785693,,Rua Olmo 21,,-19.80505432,-43.93951807,,,0,,,0,
14785694,,Rua Vereador Orlando Bonfim 198,,-19.83882246,-43.9483985,,,0,,,0,
14785695,,Avenida Dos Andradas 7602,,-19.9035281,-43.89302551,,,0,,,0,
14785696,,Rua Amilcar Quintela 50,,-19.9856001,-44.029351,,,0,,,0,
14785697,,Rua Castelo De Alcazar 125,,-19.8770436,-43.99805086,,,0,,,0,
14785698,,Rua Da Olaria 110,,-19.91040779,-43.87861284,,,0,,,0,
14785699,,Avenida Portugal 870,,-19.84393254,-43.98776205,,,0,,,0,
14785700,,Rua Jose Felix Martins 990,,-19.79155798,-43.98563986,,,0,,,0,
14785701,,Rua Codajas 1001,,-19.85110158,-43.91640356,,,0,,,0,
14785702,,Rod Camilo Teixeira Da Costa 6,,-19.8205042,-43.90190071,,,0,,,0,
14785703,,Rua Sao Fidelis 830,,-19.88819438,-43.8957256,,,0,,,0,
14785704,,Rua Genebra 407,,-19.92655315,-43.98124073,,,0,,,0,
14785705,,Rua Silva Alvarenga 595,,-19.89867237,-43.89827302,,,0,,,0,
14785706,,Rua Geraldo Ferreira Da Gloria 1520,,-19.85596736,-43.88167391,,,0,,,0,
14785707,,Avenida Joao Pinheiro 100,,-19.92564452,-43.93640458,,,0,,,0,
14785708,,Avenida Amazonas 5385,,-19.93043578,-43.98069036,,,0,,,0,
14785709,,Rua Amaro Neves Barreto 99,,-19.86443598,-43.9007685,,,0,,,0,
14785710,,Rua Icana 282,,-19.93663187,-43.97416932,,,0,,,0,
14785711,,Rua Dona Senhorinha 321,,-19.89325678,-43.90344257,,,0,,,0,
14785712,,Rua Henrique Diniz 315,,-19.88294274,-43.95518655,,,0,,,0,
14785713,,Rua Professora Maria Coutinho 618,,-19.93415329,-43.99804757,,,0,,,0,
14785714,,Rua Paulo Piedade Campos 900,,-19.95691732,-43.96804094,,,0,,,0,
